"","pwsid","population_served_count_echo","service_connections_count_echo","pws_type_code_echo","gw_sw_code_echo","primary_source_code_echo","carceral_sys","count_of_viols_over5yrs_health","count_of_viols_over5yrs_mon","binary_viol_over5yrs_health","binary_viol_over5yrs_mon"
"759","CA1502670",240,80,"CWS","GW","GW","other_water_systems",0,0,0,0
"760","CA1502690",119,36,"CWS","GW","GW","other_water_systems",0,0,0,0
"761","CA1502691",130,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"762","CA1502697",495,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"763","CA1502699",35,14,"CWS","GW","GW","other_water_systems",4,1,1,1
"764","CA1502744",39,10,"CWS","GW","GW","other_water_systems",1,0,1,0
"765","CA1502750",40,20,"CWS","GW","GW","other_water_systems",0,0,0,0
"766","CA1502753",469,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"767","CA1502759",1888,36,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"768","CA1502763",26,10,"NTNCWS","GW","GWP","other_water_systems",0,0,0,0
"769","CA1502771",150,10,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"770","CA1502820",1100,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"771","CA1503093",1200,39,"NTNCWS","GW","GW","other_water_systems",3,0,1,0
"772","CA1503104",100,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"773","CA1503140",500,1,"NTNCWS","GW","GW","other_water_systems",3,0,1,0
"774","CA1503182",175,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"775","CA1503194",31,14,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"776","CA1503209",61,49,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"777","CA1503226",192,77,"CWS","GW","GW","other_water_systems",0,0,0,0
"778","CA1503232",45,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"779","CA1503243",100,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"780","CA1503270",500,142,"CWS","GW","GWP","other_water_systems",0,2,0,1
"781","CA1503275",274,3,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"782","CA1503290",300,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"783","CA1503329",148,93,"CWS","GW","GW","other_water_systems",0,0,0,0
"784","CA1503330",60,9,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"785","CA1503336",53,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"786","CA1503341",59801,132,"NTNCWS","SW","SW","other_water_systems",0,2,0,1
"787","CA1503349",1917,35,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"788","CA1503360",460,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"789","CA1503368",204,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"790","CA1503374",100,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"791","CA1503380",204,6,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"792","CA1503384",75,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"793","CA1503440",700,51,"NTNCWS","GW","GWP","other_water_systems",0,0,0,0
"794","CA1503475",380,110,"CWS","GW","GW","other_water_systems",0,1,0,1
"795","CA1503509",51,4,"CWS","GW","GW","other_water_systems",0,0,0,0
"796","CA1503515",100,5,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"797","CA1503521",454,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"798","CA1503526",29,12,"CWS","GW","GW","other_water_systems",4,0,1,0
"799","CA1503536",100,25,"CWS","GW","GW","other_water_systems",0,0,0,0
"800","CA1503543",25,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"801","CA1503642",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"802","CA1503645",50,1,"NTNCWS","GW","GWP","other_water_systems",0,0,0,0
"803","CA1503652",35,5,"NTNCWS","GW","GW","other_water_systems",1,2,1,1
"804","CA1503653",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"805","CA1503660",65,11,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"806","CA1503662",47,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"807","CA1503663",80,5,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"808","CA1503664",250,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"809","CA1503666",33,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"810","CA1503669",28,9,"CWS","GW","GW","other_water_systems",0,0,0,0
"811","CA1503671",92,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"812","CA1503678",150,24,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"813","CA1503681",35,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"814","CA1503682",190,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"815","CA1503683",100,3,"NTNCWS","GW","GWP","other_water_systems",0,8,0,1
"816","CA1503684",36,14,"CWS","GW","GW","other_water_systems",1,67,1,1
"817","CA1503685",200,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"818","CA1503686",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"819","CA1503688",114,1,"NTNCWS","GW","GW","other_water_systems",5,1,1,1
"820","CA1504000",80,5,"NTNCWS","GW","GW","other_water_systems",3,0,1,0
"821","CA1504001",250,4,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"822","CA1504003",85,1,"NTNCWS","GW","GW","other_water_systems",3,0,1,0
"823","CA1504004",45,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"824","CA1504005",35,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"825","CA1504006",296,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"826","CA1504007",27,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"827","CA1504008",275,1,"NTNCWS","GW","GW","other_water_systems",1,1,1,1
"828","CA1504012",25,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"829","CA1510001",19669,4246,"CWS","GW","GW","other_water_systems",0,1,0,1
"830","CA1510002",2086,631,"CWS","SW","SWP","other_water_systems",0,2,0,1
"831","CA1510003",266643,64884,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"832","CA1510004",900,248,"CWS","GW","GW","other_water_systems",0,0,0,0
"833","CA1510005",51428,10112,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"834","CA1510006",32517,8238,"CWS","SW","SWP","other_water_systems",0,0,0,0
"835","CA1510007",2592,1313,"CWS","GW","GW","other_water_systems",1,0,1,0
"836","CA1510009",2500,1131,"CWS","GW","GW","other_water_systems",0,2,0,1
"837","CA1510011",1508,416,"CWS","GW","GW","other_water_systems",0,0,0,0
"838","CA1510012",19057,3169,"CWS","GW","GW","other_water_systems",0,0,0,0
"839","CA1510013",15506,2849,"CWS","GW","GW","carceral_serving_water_system",1,2,1,1
"840","CA1510014",4699,1201,"CWS","SW","SWP","other_water_systems",0,0,0,0
"841","CA1510015",39756,12683,"CWS","SW","SWP","other_water_systems",0,0,0,0
"842","CA1510016",303,274,"CWS","GW","GW","other_water_systems",4,3,1,1
"843","CA1510017",31024,12377,"CWS","GW","GW","other_water_systems",0,0,0,0
"844","CA1510018",17711,5293,"CWS","SW","SWP","other_water_systems",0,0,0,0
"845","CA1510019",21036,4884,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"846","CA1510020",9094,3410,"CWS","GW","GW","other_water_systems",0,1,0,1
"847","CA1510021",22652,5531,"CWS","GW","GW","other_water_systems",0,0,0,0
"848","CA1510022",20500,7165,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"849","CA1510023",779,392,"CWS","GW","GW","other_water_systems",1,1,1,1
"850","CA1510024",11590,3643,"CWS","GW","GW","other_water_systems",0,0,0,0
"851","CA1510025",4868,1438,"CWS","GW","GW","other_water_systems",0,4,0,1
"852","CA1510026",308,192,"CWS","GW","GW","other_water_systems",0,0,0,0
"853","CA1510027",968,242,"CWS","SW","SWP","other_water_systems",0,0,0,0
"854","CA1510028",1600,2395,"CWS","GW","GW","other_water_systems",0,0,0,0
"855","CA1510029",37075,11448,"CWS","GW","GW","other_water_systems",0,0,0,0
"856","CA1510031",158260,50271,"CWS","SW","SWP","other_water_systems",0,0,0,0
"857","CA1510032",14198,4757,"CWS","SW","SWP","other_water_systems",0,0,0,0
"858","CA1510033",2585,1891,"CWS","SW","SW","other_water_systems",0,0,0,0
"859","CA1510036",782,265,"CWS","GW","GW","other_water_systems",0,1,0,1
"860","CA1510038",5592,3051,"CWS","GW","GW","other_water_systems",0,0,0,0
"861","CA1510039",1117,813,"CWS","GW","GW","other_water_systems",0,0,0,0
"862","CA1510040",0,4,"CWS","SW","SW","other_water_systems",0,0,0,0
"863","CA1510042",777,376,"CWS","GW","GW","other_water_systems",0,0,0,0
"864","CA1510043",286,193,"CWS","GW","GW","other_water_systems",0,0,0,0
"865","CA1510045",9857,2987,"CWS","GW","GW","other_water_systems",0,0,0,0
"866","CA1510046",2370,461,"CWS","GW","GW","other_water_systems",0,1,0,1
"867","CA1510049",295,201,"CWS","GW","GW","other_water_systems",0,0,0,0
"868","CA1510051",1379,297,"CWS","GW","GW","other_water_systems",5,0,1,0
"869","CA1510052",1105,271,"CWS","SW","SWP","other_water_systems",5,1,1,1
"870","CA1510053",0,17,"CWS","SW","SW","other_water_systems",0,0,0,0
"871","CA1510054",908,275,"CWS","GW","GW","other_water_systems",0,0,0,0
"872","CA1510055",22657,8352,"CWS","SW","SW","other_water_systems",0,0,0,0
"873","CA1510056",739,549,"CWS","GW","GW","other_water_systems",0,0,0,0
"874","CA1510701",11316,1088,"CWS","SW","SWP","other_water_systems",1,1,1,1
"875","CA1510702",469,117,"NTNCWS","SW","SWP","other_water_systems",0,0,0,0
"876","CA1510703",5500,969,"CWS","GW","GW","other_water_systems",0,2,0,1
"877","CA1510800",2993,1806,"CWS","GW","GW","carceral_water_system",1,0,1,0
"878","CA1510801",5042,1768,"CWS","GW","GW","carceral_water_system",0,0,0,0
"879","CA1510802",5000,2249,"CWS","GW","GW","carceral_water_system",0,0,0,0
"880","CA1600002",400,109,"CWS","GW","GW","other_water_systems",0,0,0,0
"881","CA1600009",175,14,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"882","CA1600011",750,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"883","CA1600013",388,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"884","CA1600015",908,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"885","CA1600017",416,17,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"886","CA1600022",53,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"887","CA1600023",73,21,"CWS","SW","SW","other_water_systems",0,0,0,0
"888","CA1600050",812,6,"NTNCWS","GW","GW","other_water_systems",3,0,1,0
"889","CA1600249",1040,5,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"890","CA1600293",50,3,"CWS","GW","GW","other_water_systems",0,0,0,0
"891","CA1600303",174,4,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"892","CA1600507",69,40,"CWS","GW","GW","other_water_systems",0,0,0,0
"893","CA1600602",375,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"894","CA1600605",47,4,"NTNCWS","GW","GW","other_water_systems",5,0,1,0
"895","CA1600609",50,3,"NTNCWS","GW","GW","other_water_systems",5,1,1,1
"896","CA1610001",4143,1366,"CWS","GW","GW","other_water_systems",0,0,0,0
"897","CA1610002",13696,2140,"CWS","SW","SW","carceral_serving_water_system",2,0,1,0
"898","CA1610003",62127,18712,"CWS","GW","GW","carceral_serving_water_system",2,1,1,1
"899","CA1610004",21835,3560,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"900","CA1610005",27185,7306,"CWS","GW","GW","other_water_systems",5,2,1,1
"901","CA1610006",1277,364,"CWS","GW","GW","other_water_systems",0,3,0,1
"902","CA1610007",1750,467,"CWS","GW","GW","other_water_systems",0,3,0,1
"903","CA1610009",1136,355,"CWS","SW","SW","other_water_systems",2,0,1,0
"904","CA1610700",15000,1396,"CWS","SW","SW","other_water_systems",0,0,0,0
"905","CA1700502",373,227,"CWS","GW","GW","other_water_systems",0,1,0,1
"906","CA1700508",300,131,"CWS","GW","GW","other_water_systems",0,0,0,0
"907","CA1700511",401,72,"NTNCWS","SW","GU","other_water_systems",0,0,0,0
"908","CA1700518",693,238,"CWS","GW","GW","other_water_systems",0,1,0,1
"909","CA1700519",30,24,"CWS","SW","SW","other_water_systems",4,1,1,1
"910","CA1700527",40,26,"CWS","GW","GW","other_water_systems",0,2,0,1
"911","CA1700536",83,42,"CWS","GW","GW","other_water_systems",0,1,0,1
"912","CA1700546",252,89,"CWS","SW","SW","other_water_systems",0,0,0,0
"913","CA1700549",150,74,"CWS","GW","GW","other_water_systems",0,4,0,1
"914","CA1700554",469,142,"CWS","GW","GW","other_water_systems",0,0,0,0
"915","CA1700561",86,43,"CWS","GW","GW","other_water_systems",0,0,0,0
"916","CA1700568",550,250,"CWS","SW","SW","other_water_systems",0,0,0,0
"917","CA1700579",60,21,"CWS","GW","GW","other_water_systems",0,0,0,0
"918","CA1700580",50,17,"CWS","GW","GW","other_water_systems",0,2,0,1
"919","CA1700584",104,38,"CWS","SW","SW","other_water_systems",0,0,0,0
"920","CA1700589",32,23,"CWS","GW","GW","other_water_systems",0,0,0,0
"921","CA1700592",277,99,"CWS","GW","GW","other_water_systems",0,0,0,0
"922","CA1700595",255,91,"CWS","GW","GW","other_water_systems",0,1,0,1
"923","CA1700596",65,44,"CWS","GW","GW","other_water_systems",0,1,0,1
"924","CA1700606",70,57,"CWS","GW","GW","other_water_systems",0,0,0,0
"925","CA1700609",73,24,"CWS","SW","SW","other_water_systems",2,1,1,1
"926","CA1700610",152,46,"CWS","GW","GW","other_water_systems",0,0,0,0
"927","CA1700630",152,54,"CWS","GW","GW","other_water_systems",0,1,0,1
"928","CA1700657",25,25,"CWS","GW","GW","other_water_systems",0,1,0,1
"929","CA1700674",200,60,"CWS","GW","GW","other_water_systems",0,0,0,0
"930","CA1700702",56,22,"CWS","GW","GW","other_water_systems",0,1,0,1
"931","CA1700739",1522,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"932","CA1710001",2359,2120,"CWS","SW","SW","other_water_systems",2,0,1,0
"933","CA1710002",4648,2131,"CWS","SW","SW","other_water_systems",0,0,0,0
"934","CA1710003",9510,2882,"CWS","SW","SW","other_water_systems",1,0,1,0
"935","CA1710004",4762,2314,"CWS","SW","SW","other_water_systems",0,0,0,0
"936","CA1710005",2174,1245,"CWS","SW","SW","other_water_systems",0,0,0,0
"937","CA1710006",5928,1807,"CWS","SW","SW","other_water_systems",0,0,0,0
"938","CA1710007",4181,1267,"CWS","GW","GW","other_water_systems",0,0,0,0
"939","CA1710008",2731,1058,"CWS","SW","SW","other_water_systems",0,0,0,0
"940","CA1710009",989,403,"CWS","GW","GW","other_water_systems",0,0,0,0
"941","CA1710010",1355,835,"CWS","GW","GW","other_water_systems",0,0,0,0
"942","CA1710011",1508,457,"CWS","SW","SW","other_water_systems",0,0,0,0
"943","CA1710012",3515,1081,"CWS","GW","GW","other_water_systems",0,0,0,0
"944","CA1710013",1481,532,"CWS","GW","GW","other_water_systems",0,0,0,0
"945","CA1710014",4360,1603,"CWS","SW","SW","other_water_systems",0,1,0,1
"946","CA1710015",6235,2528,"CWS","GW","GW","other_water_systems",0,0,0,0
"947","CA1710018",1624,492,"CWS","SW","SW","other_water_systems",0,0,0,0
"948","CA1710021",4241,1285,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"949","CA1710022",2003,607,"CWS","SW","SW","other_water_systems",0,0,0,0
"950","CA1710800",100,7,"CWS","GW","GW","carceral_water_system",0,1,0,1
"951","CA1800202",32,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"952","CA1800503",140,50,"CWS","GW","GW","other_water_systems",0,0,0,0
"953","CA1800511",565,220,"CWS","GW","GW","other_water_systems",0,0,0,0
"954","CA1800512",400,167,"CWS","GW","GW","other_water_systems",0,0,0,0
"955","CA1800516",70,44,"CWS","GW","GW","other_water_systems",0,0,0,0
"956","CA1800522",25,11,"CWS","GW","GW","other_water_systems",0,1,0,1
"957","CA1800523",80,52,"CWS","GW","GW","other_water_systems",0,2,0,1
"958","CA1800524",62,31,"CWS","GW","GW","other_water_systems",0,1,0,1
"959","CA1800529",316,98,"CWS","GW","GW","other_water_systems",0,0,0,0
"960","CA1800534",300,79,"CWS","GW","GW","other_water_systems",0,0,0,0
"961","CA1800569",40,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"962","CA1800573",247,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"963","CA1800574",238,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"964","CA1800575",248,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"965","CA1800576",196,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"966","CA1800577",425,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"967","CA1800585",1380,21,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"968","CA1805001",40,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"969","CA1805004",3357,2724,"CWS","GW","GW","carceral_water_system",0,0,0,0
"970","CA1805005",55,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"971","CA1805007",2114,297,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"972","CA1805011",25,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"973","CA1810001",7811,3772,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"974","CA1810002",1662,949,"CWS","GW","GW","other_water_systems",0,0,0,0
"975","CA1810003",450,147,"CWS","GW","GW","other_water_systems",0,0,0,0
"976","CA1810004",950,259,"CWS","GW","GW","other_water_systems",0,0,0,0
"977","CA1810700",1500,284,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"978","CA1810801",108,1,"NTNCWS","GW","GW","carceral_water_system",0,0,0,0
"979","CA1900007",107,1,"CWS","SW","GU","carceral_water_system",0,1,0,1
"980","CA1900011",275,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"981","CA1900018",60,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"982","CA1900035",300,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"983","CA1900038",60,21,"CWS","GW","GW","other_water_systems",5,0,1,0
"984","CA1900040",45,2,"NTNCWS","GW","GW","other_water_systems",2,0,1,0
"985","CA1900046",7000,1952,"CWS","GW","GW","carceral_water_system",0,0,0,0
"986","CA1900055",56,20,"CWS","GW","GW","other_water_systems",0,0,0,0
"987","CA1900057",210,22,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"988","CA1900062",184,22,"CWS","SW","SWP","other_water_systems",0,0,0,0
"989","CA1900074",57,5,"CWS","GW","GW","other_water_systems",0,0,0,0
"990","CA1900075",50,36,"CWS","GW","GW","other_water_systems",0,0,0,0
"991","CA1900089",125,2,"NTNCWS","GW","GW","carceral_serving_water_system",0,1,0,1
"992","CA1900100",160,98,"CWS","GW","GW","other_water_systems",5,0,1,0
"993","CA1900102",495,171,"CWS","GW","GW","other_water_systems",0,0,0,0
"994","CA1900130",700,133,"CWS","GW","GW","other_water_systems",0,0,0,0
"995","CA1900145",76,23,"CWS","GW","GW","other_water_systems",0,1,0,1
"996","CA1900146",436,159,"CWS","GW","GW","other_water_systems",0,0,0,0
"997","CA1900154",75,32,"CWS","GW","GW","other_water_systems",0,0,0,0
"998","CA1900155",129,39,"CWS","GW","GW","other_water_systems",0,0,0,0
"999","CA1900158",55,36,"CWS","GW","GW","other_water_systems",0,1,0,1
"1000","CA1900301",450,164,"CWS","SW","SWP","other_water_systems",0,0,0,0
"1001","CA1900303",277,81,"CWS","GW","GWP","other_water_systems",0,0,0,0
"1002","CA1900520",71,34,"CWS","GW","GW","other_water_systems",5,1,1,1
"1003","CA1900523",749,253,"CWS","SW","SWP","other_water_systems",0,2,0,1
"1004","CA1900529",80,69,"CWS","GW","GW","other_water_systems",0,0,0,0
"1005","CA1900537",109,31,"CWS","GW","GW","other_water_systems",1,0,1,0
"1006","CA1900541",198,61,"CWS","GW","GW","other_water_systems",0,0,0,0
"1007","CA1900542",44,17,"CWS","SW","SW","other_water_systems",0,0,0,0
"1008","CA1900555",29,19,"CWS","SW","SW","other_water_systems",0,0,0,0
"1009","CA1900563",1100,330,"CWS","GW","GW","other_water_systems",0,1,0,1
"1010","CA1900599",25,9,"CWS","GW","GW","other_water_systems",0,1,0,1
"1011","CA1900616",35,1,"CWS","GW","GW","other_water_systems",0,0,0,0
"1012","CA1900636",215,76,"CWS","GW","GW","other_water_systems",0,0,0,0
"1013","CA1900649",450,152,"CWS","GW","GW","other_water_systems",0,0,0,0
"1014","CA1900679",3200,12,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"1015","CA1900693",140,56,"CWS","GW","GW","other_water_systems",0,0,0,0
"1016","CA1900707",450,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"1017","CA1900717",27,17,"CWS","GW","GW","other_water_systems",0,0,0,0
"1018","CA1900721",140,75,"CWS","GW","GW","other_water_systems",0,0,0,0
"1019","CA1900750",825,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"1020","CA1900751",650,36,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"1021","CA1900752",30,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"1022","CA1900764",50,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"1023","CA1900767",70,22,"CWS","GW","GW","other_water_systems",0,1,0,1
"1024","CA1900785",24,24,"CWS","GW","GW","other_water_systems",5,0,1,0
"1025","CA1900794",445,146,"CWS","GW","GW","other_water_systems",0,0,0,0
"1026","CA1900801",39,13,"CWS","GW","GW","other_water_systems",0,0,0,0
"1027","CA1900803",660,240,"CWS","SW","SWP","other_water_systems",0,0,0,0
"1028","CA1900804",98,47,"CWS","GW","GW","other_water_systems",0,0,0,0
"1029","CA1900808",80,22,"CWS","GW","GW","other_water_systems",0,0,0,0
"1030","CA1900809",559,186,"CWS","GW","GW","other_water_systems",0,0,0,0
"1031","CA1900817",131,47,"CWS","GW","GW","other_water_systems",0,0,0,0
"1032","CA1900843",372,133,"CWS","GW","GW","other_water_systems",0,1,0,1
"1033","CA1900849",534,187,"CWS","GW","GW","other_water_systems",0,0,0,0
"1034","CA1900868",35,45,"CWS","GW","GW","other_water_systems",0,0,0,0
"1035","CA1900886",550,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"1036","CA1900901",125,1,"CWS","SW","GU","carceral_water_system",0,0,0,0
"1037","CA1900903",162,58,"CWS","GW","GW","other_water_systems",1,0,1,0
"1038","CA1900904",90,1,"NTNCWS","SW","GU","carceral_serving_water_system",0,0,0,0
"1039","CA1900907",540,185,"CWS","GW","GW","other_water_systems",0,0,0,0
"1040","CA1900913",552,182,"CWS","GW","GW","other_water_systems",0,0,0,0
"1041","CA1900929",500,57,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"1042","CA1900936",158,49,"CWS","GW","GW","other_water_systems",0,0,0,0
"1043","CA1900942",175,53,"CWS","GW","GW","other_water_systems",0,0,0,0
"1044","CA1900961",56,20,"CWS","GW","GW","other_water_systems",5,0,1,0
"1045","CA1900975",99,47,"CWS","GW","GW","other_water_systems",0,0,0,0
"1046","CA1901000",450,24,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"1047","CA1907011",2565,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"1048","CA1907014",100,49,"CWS","GW","GW","other_water_systems",6,0,1,0
"1049","CA1907028",211,73,"CWS","GW","GW","other_water_systems",0,0,0,0
