"","pwsid","population_served_count_echo","service_connections_count_echo","pws_type_code_echo","gw_sw_code_echo","primary_source_code_echo","carceral_sys","count_of_viols_over5yrs_health","count_of_viols_over5yrs_mon","binary_viol_over5yrs_health","binary_viol_over5yrs_mon"
"2423","CA3601155",67,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2424","CA3601159",500,12,"NTNCWS","SW","SWP","other_water_systems",0,0,0,0
"2425","CA3601179",50,9,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"2426","CA3601181",56,5,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2427","CA3601182",3035,1,"CWS","GW","GW","carceral_water_system",0,0,0,0
"2428","CA3601184",45,4,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2429","CA3601185",45,4,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2430","CA3601186",294,105,"CWS",NA,NA,"other_water_systems",0,0,0,0
"2431","CA3610001",39930,8318,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"2432","CA3610002",2534,952,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2433","CA3610003",62890,20780,"CWS","GW","GW","carceral_serving_water_system",0,1,0,1
"2434","CA3610004",98055,23436,"CWS","SW","SW","other_water_systems",0,0,0,0
"2435","CA3610005",7038,7927,"CWS","SW","SW","other_water_systems",0,0,0,0
"2436","CA3610006",0,6,"CWS","SW","SW","other_water_systems",0,0,0,0
"2437","CA3610008",12738,6205,"CWS","SW","GU","other_water_systems",0,0,0,0
"2438","CA3610009",3347,1751,"CWS","GW","GW","other_water_systems",0,0,0,0
"2439","CA3610011",2458,745,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2440","CA3610012",86435,23052,"CWS","SW","SWP","other_water_systems",0,1,0,1
"2441","CA3610013",25129,5804,"CWS","GW","GW","other_water_systems",0,1,0,1
"2442","CA3610014",46525,10417,"CWS","GW","GW","other_water_systems",0,1,0,1
"2443","CA3610015",11650,4892,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2444","CA3610016",450,337,"CWS","GW","GW","other_water_systems",0,0,0,0
"2445","CA3610018",203882,48409,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"2446","CA3610019",109608,1,"CWS","GW","GW","other_water_systems",0,0,0,0
"2447","CA3610021",995,492,"CWS","GW","GW","other_water_systems",0,0,0,0
"2448","CA3610022",1269,725,"CWS","SW","GU","other_water_systems",0,0,0,0
"2449","CA3610023",3062,1170,"CWS","SW","SWP","other_water_systems",0,1,0,1
"2450","CA3610024",100744,27785,"CWS","GW","GW","other_water_systems",0,0,0,0
"2451","CA3610025",7414,4921,"CWS","GW","GW","other_water_systems",0,0,0,0
"2452","CA3610026",1243,336,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2453","CA3610028",3055,951,"CWS","GW","GW","other_water_systems",0,0,0,0
"2454","CA3610029",56422,11972,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2455","CA3610030",1502,455,"CWS","GW","GW","other_water_systems",0,0,0,0
"2456","CA3610031",13000,1453,"CWS","GW","GW","other_water_systems",0,0,0,0
"2457","CA3610032",8766,1706,"CWS","GW","GW","other_water_systems",0,0,0,0
"2458","CA3610033",1700,115,"CWS","GW","GW","other_water_systems",0,0,0,0
"2459","CA3610034",185010,39412,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"2460","CA3610036",77058,21799,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2461","CA3610037",78025,23872,"CWS","SW","SW","other_water_systems",0,0,0,0
"2462","CA3610038",54453,11996,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2463","CA3610039",214665,45305,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"2464","CA3610041",237600,47234,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"2465","CA3610043",32661,9029,"CWS","GW","GW","other_water_systems",0,0,0,0
"2466","CA3610044",26067,15837,"CWS","GW","GW","other_water_systems",0,0,0,0
"2467","CA3610045",817,292,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2468","CA3610046",499,218,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2469","CA3610047",4177,2812,"CWS","GW","GW","other_water_systems",0,1,0,1
"2470","CA3610048",2400,608,"CWS","GW","GWP","other_water_systems",0,0,0,0
"2471","CA3610049",18795,7423,"CWS","GW","GW","other_water_systems",0,0,0,0
"2472","CA3610050",78376,20160,"CWS","SW","SW","other_water_systems",0,0,0,0
"2473","CA3610051",1992,823,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2474","CA3610052",124653,38282,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"2475","CA3610053",7521,2307,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2476","CA3610055",52010,13617,"CWS","SW","SW","other_water_systems",1,1,1,1
"2477","CA3610057",18681,6217,"CWS","GW","GW","other_water_systems",0,0,0,0
"2478","CA3610060",1118,585,"CWS","GW","GW","other_water_systems",0,0,0,0
"2479","CA3610062",5268,3037,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2480","CA3610063",1717,829,"CWS","GW","GW","other_water_systems",0,0,0,0
"2481","CA3610064",108686,21584,"CWS","SW","SW","other_water_systems",0,0,0,0
"2482","CA3610073",26221,11070,"CWS","GW","GW","other_water_systems",0,0,0,0
"2483","CA3610075",0,3,"CWS","GW","GW","other_water_systems",0,0,0,0
"2484","CA3610082",119,64,"CWS","GW","GW","other_water_systems",0,0,0,0
"2485","CA3610085",3111,1219,"CWS","GW","GW","other_water_systems",0,0,0,0
"2486","CA3610086",0,2,"CWS","GW","GW","other_water_systems",0,0,0,0
"2487","CA3610093",2654,798,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2488","CA3610105",2069,756,"CWS","GW","GW","other_water_systems",0,0,0,0
"2489","CA3610107",6189,1947,"CWS","GW","GW","other_water_systems",0,0,0,0
"2490","CA3610108",583,320,"CWS","GW","GW","other_water_systems",0,0,0,0
"2491","CA3610109",3954,1198,"CWS","GW","GW","other_water_systems",0,0,0,0
"2492","CA3610110",1856,957,"CWS","GW","GW","other_water_systems",0,0,0,0
"2493","CA3610112",6347,2867,"CWS","GW","GW","other_water_systems",0,0,0,0
"2494","CA3610114",2320,1236,"CWS","SW","SW","other_water_systems",0,0,0,0
"2495","CA3610117",1574,477,"CWS","GW","GW","other_water_systems",0,2,0,1
"2496","CA3610118",1049,287,"CWS","GW","GW","other_water_systems",0,0,0,0
"2497","CA3610120",23585,7204,"CWS","GW","GW","other_water_systems",0,0,0,0
"2498","CA3610121",14870,4019,"CWS","GW","GW","other_water_systems",0,1,0,1
"2499","CA3610125",12784,3455,"CWS","GW","GW","other_water_systems",0,0,0,0
"2500","CA3610129",0,5,"CWS","GW","GW","other_water_systems",0,0,0,0
"2501","CA3610130",149,1,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"2502","CA3610701",1126,419,"CWS","GW","GWP","other_water_systems",0,1,0,1
"2503","CA3610702",743,58,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2504","CA3610703",15939,2480,"CWS","GW","GW","other_water_systems",0,0,0,0
"2505","CA3610705",800,3315,"CWS","GW","GW","other_water_systems",0,0,0,0
"2506","CA3610708",150,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2507","CA3610800",83,1,"CWS","GW","GW","carceral_water_system",0,1,0,1
"2508","CA3610801",65,5,"CWS","GW","GW","other_water_systems",0,0,0,0
"2509","CA3610850",10667,1912,"CWS","GW","GW","carceral_water_system",0,0,0,0
"2510","CA3610851",1116,1063,"CWS","GW","GWP","carceral_water_system",0,0,0,0
"2511","CA3610854",1818,756,"CWS","GW","GW","other_water_systems",0,0,0,0
"2512","CA3700018",300,3,"NTNCWS","GW","GW","other_water_systems",5,1,1,1
"2513","CA3700041",300,102,"CWS","GW","GW","other_water_systems",1,1,1,1
"2514","CA3700044",25068,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2515","CA3700071",300,103,"CWS","GW","GW","other_water_systems",0,0,0,0
"2516","CA3700073",86,39,"CWS","GW","GW","other_water_systems",0,2,0,1
"2517","CA3700074",525,185,"CWS","GW","GW","other_water_systems",1,0,1,0
"2518","CA3700117",1000,12,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2519","CA3700118",150,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2520","CA3700174",127,45,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2521","CA3700277",150,46,"CWS","GW","GW","other_water_systems",0,1,0,1
"2522","CA3700291",100,55,"CWS","GW","GW","other_water_systems",1,2,1,1
"2523","CA3700422",100,30,"CWS","GW","GW","other_water_systems",0,1,0,1
"2524","CA3700859",290,110,"CWS","GW","GW","other_water_systems",0,0,0,0
"2525","CA3700866",330,148,"CWS","SW","SWP","other_water_systems",0,1,0,1
"2526","CA3700880",71,15,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2527","CA3700897",100,32,"CWS","GW","GW","other_water_systems",4,2,1,1
"2528","CA3700900",9913,112,"CWS","GW","GW","other_water_systems",1,1,1,1
"2529","CA3700905",760,232,"CWS","GW","GW","other_water_systems",1,1,1,1
"2530","CA3700906",78,24,"CWS","GW","GW","other_water_systems",0,1,0,1
"2531","CA3700909",1517,188,"CWS","GW","GW","other_water_systems",0,2,0,1
"2532","CA3700912",310,21,"NTNCWS","GW","GW","other_water_systems",1,2,1,1
"2533","CA3700918",102,38,"CWS","GW","GW","other_water_systems",1,6,1,1
"2534","CA3700919",250,137,"CWS","SW","SW","other_water_systems",0,0,0,0
"2535","CA3700922",317,92,"CWS","GW","GW","other_water_systems",0,1,0,1
"2536","CA3700923",670,201,"CWS","GW","GW","other_water_systems",0,1,0,1
"2537","CA3700924",360,130,"CWS","GW","GW","other_water_systems",5,0,1,0
"2538","CA3700933",560,197,"CWS","GW","GW","other_water_systems",0,2,0,1
"2539","CA3700934",185,76,"CWS","GW","GW","other_water_systems",9,0,1,0
"2540","CA3700936",200,90,"CWS","GW","GW","other_water_systems",0,0,0,0
"2541","CA3700937",142,43,"CWS","GW","GW","other_water_systems",0,1,0,1
"2542","CA3700938",769,210,"CWS","SW","SW","other_water_systems",0,1,0,1
"2543","CA3700953",204,9,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2544","CA3700958",238,116,"CWS","GW","GW","other_water_systems",0,0,0,0
"2545","CA3700962",190,88,"CWS","GW","GW","other_water_systems",1,4,1,1
"2546","CA3700963",300,19,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2547","CA3700968",298,64,"CWS","GW","GW","other_water_systems",0,2,0,1
"2548","CA3701005",40,8,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"2549","CA3701010",250,15,"NTNCWS","GW","GW","other_water_systems",5,0,1,0
"2550","CA3701184",353,308,"CWS","GW","GW","other_water_systems",1,4,1,1
"2551","CA3701341",120,45,"CWS","GW","GW","other_water_systems",4,1,1,1
"2552","CA3701408",360,105,"CWS","SW","SWP","other_water_systems",0,1,0,1
"2553","CA3701476",244,48,"CWS","GW","GW","other_water_systems",2,1,1,1
"2554","CA3701747",298,89,"CWS","GW","GW","other_water_systems",0,0,0,0
"2555","CA3701780",28,21,"CWS","GW","GW","other_water_systems",0,1,0,1
"2556","CA3701793",200,153,"CWS","GW","GW","other_water_systems",4,2,1,1
"2557","CA3701837",120,74,"CWS","GW","GW","other_water_systems",0,3,0,1
"2558","CA3701909",500,21,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2559","CA3701934",255,58,"CWS","GW","GW","other_water_systems",0,0,0,0
"2560","CA3701961",200,92,"CWS","GW","GW","other_water_systems",0,0,0,0
"2561","CA3701982",13050,22,"CWS","GW","GW","other_water_systems",0,1,0,1
"2562","CA3701988",125,68,"CWS","GW","GW","other_water_systems",0,6,0,1
"2563","CA3701995",100,32,"CWS","GW","GW","other_water_systems",2,1,1,1
"2564","CA3702104",828,512,"CWS","GW","GW","other_water_systems",0,0,0,0
"2565","CA3702236",9158,25,"CWS","GW","GW","other_water_systems",0,1,0,1
"2566","CA3702283",578,168,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2567","CA3702338",250,130,"NTNCWS","GW","GW","other_water_systems",2,1,1,1
"2568","CA3702354",443,307,"CWS","GW","GW","other_water_systems",0,1,0,1
"2569","CA3702364",160,5,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"2570","CA3705073",30,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2571","CA3710001",106000,21412,"CWS","SW","SWP","other_water_systems",1,0,1,0
"2572","CA3710002",112000,22419,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2573","CA3710004",3929,1869,"CWS","SW","SWP","other_water_systems",0,1,0,1
"2574","CA3710005",95158,28238,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2575","CA3710006",137941,26959,"CWS","SW","SW","other_water_systems",0,0,0,0
"2576","CA3710008",35237,9189,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2577","CA3710009",870,317,"CWS","GW","GW","other_water_systems",0,0,0,0
"2578","CA3710010",277418,56598,"CWS","SW","SW","other_water_systems",0,0,0,0
"2579","CA3710011",561,244,"CWS","GW","GW","other_water_systems",0,0,0,0
"2580","CA3710012",899,387,"CWS","GW","GW","other_water_systems",0,0,0,0
"2581","CA3710013",35500,6958,"CWS","SW","SWP","other_water_systems",0,2,0,1
"2582","CA3710014",171063,44519,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2583","CA3710015",49833,14139,"CWS","SW","SW","other_water_systems",0,0,0,0
"2584","CA3710016",23536,8849,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"2585","CA3710018",29206,7531,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2586","CA3710019",37047,9596,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2587","CA3710020",1368395,282245,"CWS","SW","SW","carceral_serving_water_system",0,1,0,1
"2588","CA3710021",40096,12125,"CWS","SW","SWP","other_water_systems",0,1,0,1
"2589","CA3710023",21578,6539,"CWS","SW","SW","other_water_systems",0,0,0,0
"2590","CA3710025",189371,33366,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"2591","CA3710026",29938,9768,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2592","CA3710027",130583,27782,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"2593","CA3710029",86441,22716,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2594","CA3710034",240290,50664,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"2595","CA3710036",3429,2049,"CWS","GW","GW","other_water_systems",0,0,0,0
"2596","CA3710037",93217,23277,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"2597","CA3710039",2645,721,"CWS","GW","GW","other_water_systems",0,0,0,0
"2598","CA3710041",1768,706,"CWS","GW","GW","other_water_systems",0,0,0,0
"2599","CA3710042",0,102,"CWS","SW","SW","other_water_systems",0,0,0,0
"2600","CA3710044",3316,1059,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2601","CA3710045",0,1,"CWS","SW","SW","other_water_systems",0,0,0,0
"2602","CA3710047",500,222,"CWS","SW","GU","other_water_systems",0,0,0,0
"2603","CA3710048",400,8,"NTNCWS","GW","GW","other_water_systems",0,3,0,1
"2604","CA3710049",36604,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2605","CA3710051",66255,4,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2606","CA3710052",60,2,"NTNCWS","SW","GU","other_water_systems",2,2,1,1
"2607","CA3710053",27338,1,"NTNCWS","SW","GU","other_water_systems",3,2,1,1
"2608","CA3710055",80,4,"NTNCWS","GW","GW","other_water_systems",2,0,1,0
"2609","CA3710700",12972,1605,"CWS","GW","GW","other_water_systems",0,0,0,0
"2610","CA3710702",42998,7761,"CWS","GW","GW","other_water_systems",0,0,0,0
"2611","CA3710707",800,268,"NTNCWS","SW","SWP","other_water_systems",1,0,1,0
"2612","CA3710750",36990,1415,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2613","CA3710800",125,6,"CWS","GW","GW","carceral_water_system",0,0,0,0
"2614","CA3710802",65,9,"CWS","GW","GW","carceral_water_system",0,1,0,1
"2615","CA3810001",600,256,"CWS","SW","SW","other_water_systems",0,0,0,0
"2616","CA3810003",410,89,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2617","CA3810008",1,1,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2618","CA3810010",183386,441,"NTNCWS","SW","SWP","other_water_systems",0,0,0,0
"2619","CA3810011",848019,171099,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"2620","CA3810700",3500,1228,"CWS","SW","SW","other_water_systems",0,0,0,0
"2621","CA3810702",3864,186,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2622","CA3900504",264,83,"CWS","GW","GW","other_water_systems",0,0,0,0
"2623","CA3900505",270,78,"CWS","GW","GW","other_water_systems",0,0,0,0
"2624","CA3900511",1025,8,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2625","CA3900512",105,32,"CWS","GW","GW","other_water_systems",0,0,0,0
"2626","CA3900517",60,20,"CWS","GW","GW","other_water_systems",0,0,0,0
"2627","CA3900523",112,34,"CWS","GW","GW","other_water_systems",0,0,0,0
"2628","CA3900543",92,28,"CWS","GW","GWP","other_water_systems",0,0,0,0
"2629","CA3900558",172,52,"CWS","GW","GW","other_water_systems",0,0,0,0
"2630","CA3900559",40,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"2631","CA3900561",104,54,"CWS","GW","GW","other_water_systems",0,0,0,0
"2632","CA3900563",178,54,"CWS","GW","GW","other_water_systems",0,0,0,0
"2633","CA3900568",180,72,"CWS","GW","GW","other_water_systems",0,0,0,0
"2634","CA3900569",60,28,"CWS","GW","GW","other_water_systems",0,1,0,1
"2635","CA3900579",50,19,"CWS","GW","GW","other_water_systems",5,0,1,0
"2636","CA3900581",500,100,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2637","CA3900586",50,22,"CWS","GW","GW","other_water_systems",0,0,0,0
"2638","CA3900596",200,82,"CWS","GW","GW","other_water_systems",0,0,0,0
"2639","CA3900602",200,68,"CWS","GW","GW","other_water_systems",0,0,0,0
"2640","CA3900606",75,30,"CWS","GW","GW","other_water_systems",0,0,0,0
"2641","CA3900607",131,49,"CWS","GW","GW","other_water_systems",0,1,0,1
"2642","CA3900624",160,83,"CWS","GW","GW","other_water_systems",0,0,0,0
"2643","CA3900637",120,63,"CWS","GW","GW","other_water_systems",1,0,1,0
"2644","CA3900649",100,50,"CWS","GW","GW","other_water_systems",0,1,0,1
"2645","CA3900653",150,75,"CWS","GW","GW","other_water_systems",0,0,0,0
"2646","CA3900661",275,99,"CWS","GW","GW","other_water_systems",0,0,0,0
"2647","CA3900664",125,44,"CWS","GW","GW","other_water_systems",0,0,0,0
"2648","CA3900682",123,43,"CWS","GW","GW","other_water_systems",0,0,0,0
"2649","CA3900701",148,37,"CWS","GW","GW","other_water_systems",0,0,0,0
"2650","CA3900702",145,44,"CWS","GW","GW","other_water_systems",0,0,0,0
"2651","CA3900705",55,26,"CWS","GW","GW","other_water_systems",0,0,0,0
"2652","CA3900714",69,21,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2653","CA3900719",55,25,"CWS","GW","GW","other_water_systems",0,0,0,0
"2654","CA3900720",238,72,"CWS","GW","GW","other_water_systems",0,0,0,0
"2655","CA3900721",110,37,"CWS","GW","GW","other_water_systems",1,0,1,0
"2656","CA3900722",290,88,"CWS","GW","GW","other_water_systems",0,0,0,0
"2657","CA3900724",234,71,"CWS","GW","GW","other_water_systems",0,0,0,0
"2658","CA3900732",35,15,"CWS","GW","GW","other_water_systems",0,1,0,1
"2659","CA3900733",75,31,"CWS","GW","GW","other_water_systems",0,0,0,0
"2660","CA3900742",100,15,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2661","CA3900748",100,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2662","CA3900751",26,9,"CWS","GW","GW","other_water_systems",4,0,1,0
"2663","CA3900755",150,49,"CWS","GW","GW","other_water_systems",0,0,0,0
"2664","CA3900756",100,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2665","CA3900757",225,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2666","CA3900762",55,58,"CWS","GW","GW","other_water_systems",1,0,1,0
"2667","CA3900796",110,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2668","CA3900798",250,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2669","CA3900805",300,115,"CWS","GW","GW","other_water_systems",0,0,0,0
"2670","CA3900813",100,51,"CWS","GW","GW","other_water_systems",0,0,0,0
"2671","CA3900815",805,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2672","CA3900825",280,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2673","CA3900831",340,173,"CWS","GW","GW","other_water_systems",0,0,0,0
"2674","CA3900835",70,25,"CWS","GW","GW","other_water_systems",0,0,0,0
"2675","CA3900837",39,12,"CWS","GW","GW","other_water_systems",0,0,0,0
"2676","CA3900842",320,150,"CWS","GW","GW","other_water_systems",0,0,0,0
"2677","CA3900844",75,41,"CWS","GW","GW","other_water_systems",0,0,0,0
"2678","CA3900846",350,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2679","CA3900848",166,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2680","CA3900849",100,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2681","CA3900850",405,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2682","CA3900907",325,117,"CWS","GW","GW","other_water_systems",0,0,0,0
"2683","CA3900921",30,12,"CWS","GW","GW","other_water_systems",0,0,0,0
"2684","CA3900927",119,36,"CWS","GW","GW","other_water_systems",0,0,0,0
"2685","CA3900964",300,162,"CWS","GW","GW","other_water_systems",0,0,0,0
"2686","CA3900978",83,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2687","CA3900983",100,43,"CWS","GW","GW","other_water_systems",0,0,0,0
"2688","CA3900991",40,14,"CWS","GW","GW","other_water_systems",0,0,0,0
"2689","CA3900993",210,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2690","CA3901014",200,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2691","CA3901031",252,93,"CWS","GW","GW","other_water_systems",1,1,1,1
"2692","CA3901032",120,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2693","CA3901074",238,85,"CWS","GW","GW","other_water_systems",0,0,0,0
"2694","CA3901075",149,45,"CWS","GW","GW","other_water_systems",0,0,0,0
"2695","CA3901080",270,1,"NTNCWS","GW","GW","other_water_systems",2,0,1,0
"2696","CA3901081",130,36,"CWS","GW","GW","other_water_systems",0,0,0,0
"2697","CA3901082",150,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2698","CA3901085",630,1,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"2699","CA3901086",150,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2700","CA3901090",35,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2701","CA3901092",310,94,"CWS","GW","GW","other_water_systems",0,0,0,0
"2702","CA3901107",60,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2703","CA3901113",106,32,"CWS","GW","GW","other_water_systems",0,0,0,0
"2704","CA3901114",236,76,"CWS","GW","GW","other_water_systems",0,0,0,0
"2705","CA3901159",125,38,"CWS","GW","GWP","other_water_systems",0,0,0,0
"2706","CA3901163",300,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2707","CA3901167",200,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2708","CA3901169",804,3,"NTNCWS","GW","GW","other_water_systems",5,0,1,0
"2709","CA3901172",178,54,"CWS","GW","GW","other_water_systems",0,0,0,0
"2710","CA3901176",330,2,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"2711","CA3901179",61,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2712","CA3901181",82,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2713","CA3901194",48,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2714","CA3901197",50,8,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2715","CA3901209",950,11,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2716","CA3901213",34,12,"CWS","GW","GW","other_water_systems",5,0,1,0
"2717","CA3901215",201,72,"CWS","GW","GW","other_water_systems",0,0,0,0
"2718","CA3901216",320,97,"CWS","GW","GW","other_water_systems",0,0,0,0
"2719","CA3901217",41,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"2720","CA3901245",150,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2721","CA3901248",135,41,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2722","CA3901258",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2723","CA3901276",38,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"2724","CA3901278",100,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2725","CA3901282",150,11,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2726","CA3901285",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2727","CA3901290",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2728","CA3901303",231,70,"CWS","GW","GW","other_water_systems",0,0,0,0
"2729","CA3901304",39,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"2730","CA3901305",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2731","CA3901306",185,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2732","CA3901309",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2733","CA3901312",80,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2734","CA3901315",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2735","CA3901318",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2736","CA3901319",40,1,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"2737","CA3901320",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2738","CA3901322",76,23,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2739","CA3901323",85,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2740","CA3901331",100,13,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2741","CA3901336",60,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2742","CA3901337",426,129,"CWS","GW","GW","other_water_systems",0,0,0,0
"2743","CA3901338",40,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2744","CA3901343",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2745","CA3901345",200,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2746","CA3901348",1172,355,"CWS","GW","GW","other_water_systems",0,0,0,0
"2747","CA3901350",203,5,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2748","CA3901354",30,11,"NTNCWS","GW","GW","other_water_systems",0,6,0,1
"2749","CA3901368",50,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2750","CA3901369",25,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2751","CA3901373",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"2752","CA3901377",327,99,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"2753","CA3901378",25,1,"NTNCWS","GW","GW","other_water_systems",2,0,1,0
"2754","CA3901382",25,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
