pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,mon_only_5yr_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_count,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA3901194,VALIMET INC,NTNCWS,GW,GW,48,6,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901197,"OAK RIDGE WINERY, LLC",NTNCWS,GW,GW,50,8,other_water_systems,0,1,0,2,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901209,ST MARYS HIGH SCHOOL,NTNCWS,GW,GW,950,11,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,ST MARYS HIGH SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,NON-TRANSIENT NON-COMMUNITY,11,950,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,NA,NA,NA,NA,NA
CA3901213,SUNNY ROAD WATER SYSTEM,CWS,GW,GW,34,12,other_water_systems,1,0,19,0,SAN JOAQUIN  ,GW,GW,Not purchased,SUNNY ROAD WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,12,34,OTHER RESIDENTIAL AREA,2,2.67,0,1,1.42,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA3901215,SAN JUAN VISTA,CWS,GW,GW,201,72,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,SAN JUAN VISTA,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,72,201,MOBILE HOME PARK,1.25,2,0.33,1,1.15,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA3901216,SANTOS RANCH PWS #5-CSA #35,CWS,GW,GW,320,97,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,SANTOS RANCH PWS #5-CSA #35,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,97,320,RESIDENTIAL AREA,0,0.33,0,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA3901217,HAYNES BOARD & CARE HOME,CWS,GW,GW,41,15,other_water_systems,1,0,1,0,SAN JOAQUIN  ,GW,GW,Not purchased,HAYNES BOARD & CARE HOME,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,15,41,INSTITUTION,1.5,2,0,1,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA3901245,CALIFORNIA FRUIT PROCESSORS,NTNCWS,GW,GW,150,2,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901248,FLAG CITY WATER SYSTEM,NTNCWS,GW,GW,135,41,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA3901258,AT&T CALIFORNIA - UER47,NTNCWS,GW,GW,30,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901276,HANOT FOUNDATION INC,CWS,GW,GW,38,15,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,HANOT FOUNDATION INC,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,15,38,OTHER RESIDENTIAL AREA,0,2.17,0,1,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,1,3
CA3901278,PLUG CONNECTION LODI,NTNCWS,GW,GW,100,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901282,CBUSO DBA WOODBRIDGE WINERY,NTNCWS,GW,GW,150,11,other_water_systems,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901285,VICTOR SERVICE CENTER,NTNCWS,GW,GW,50,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901290,FISHER NURSERY,NTNCWS,GW,GW,50,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901303,ACAMPO WATER SYSTEM,CWS,GW,GW,231,70,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,ACAMPO WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,70,231,RESIDENTIAL AREA,1.75,1,1.33,0.67,1.19,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,1,3
CA3901304,ENCLAVE AT THE DELTA,CWS,GW,GW,39,15,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,ENCLAVE AT THE DELTA,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,15,39,RESIDENTIAL AREA,0,2.17,0,1,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,2,2
CA3901305,CARMELO INDUSTRIAL PARK,NTNCWS,GW,GW,30,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901306,KELLOGG GARDEN PRODUCTS,NTNCWS,GW,GW,185,2,other_water_systems,0,1,0,3,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901309,GLASSFAB TEMPERING SERVICES INC.,NTNCWS,GW,GW,50,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901312,TURNER ROAD VINTNERS (EAST),NTNCWS,GW,GW,80,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901315,GAF MATERIALS CO,NTNCWS,GW,GW,30,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901318,S M S BRINERS INC,NTNCWS,GW,GW,30,1,other_water_systems,0,1,0,2,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901319,KNAPHEIDE TRUCK EQUIPMENT COMPANY,NTNCWS,GW,GW,40,1,other_water_systems,1,1,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901320,CHARGIN-SOSSAMON WATER SYSTEM,NTNCWS,GW,GW,50,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901322,MANTECA INDUSTRIAL PRK CSA-30,NTNCWS,GW,GW,76,23,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA3901323,COZAD WATER SYSTEM,NTNCWS,GW,GW,85,10,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901331,RIPON USD-COLONY OAK SCHOOL,NTNCWS,GW,GW,100,13,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,RIPON USD-COLONY OAK SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,NON-TRANSIENT NON-COMMUNITY,13,100,SCHOOL,0,2.17,0,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,NA,NA,NA,NA,NA
CA3901336,WESTERN PALLET SUPPLY & LOGISTICS,NTNCWS,GW,GW,60,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901337,MORADA ESTATES N PWS #46,CWS,GW,GW,426,129,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,MORADA ESTATES N PWS #46,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,129,426,RESIDENTIAL AREA,0.25,1,0.33,0.33,0.48,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,1,3
CA3901338,"DYNATECT RO-LAB, INC.",NTNCWS,GW,GW,40,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901343,DEVIL MOUNTAIN WHOLESALE NURSERY,NTNCWS,GW,GW,25,1,other_water_systems,1,0,1,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901345,NORMANS NURSERY,NTNCWS,GW,GW,200,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901348,FAIROAKS PWS #44,CWS,GW,GW,1172,355,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,FAIROAKS PWS #44,SAN JOAQUIN,DISTRICT 10 - STOCKTON,COMMUNITY,355,1172,RESIDENTIAL AREA,0,0.33,0,1,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,1,3
CA3901350,BOETHING TREELAND FARMS INC,NTNCWS,GW,GW,203,5,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901354,LARSEN RANCH 39-40/WATER SYSTEM,NTNCWS,GW,GW,30,11,other_water_systems,0,1,0,13,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901368,OM SCOTT & SONS/HYPONEX CORP,NTNCWS,GW,GW,50,5,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901369,BASALITE - TRACY,NTNCWS,GW,GW,25,2,other_water_systems,1,0,2,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901373,EUSD-GATEWAY CHARTER,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,EUSD-GATEWAY CHARTER,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,NON-TRANSIENT NON-COMMUNITY,1,25,SCHOOL,0,2.17,0,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,NA,NA,NA,NA,NA
CA3901377,FRENCH CAMP GOLF COURSE,NTNCWS,GW,GW,327,99,other_water_systems,0,1,0,2,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901378,SAN-I-PAK INC,NTNCWS,GW,GW,25,1,other_water_systems,1,0,6,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901382,O-G PACKING CO,NTNCWS,GW,GW,25,2,other_water_systems,1,0,1,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901387,STOCKTON BAPTIST CHURCH,NTNCWS,GW,GW,25,1,other_water_systems,1,0,9,0,SAN JOAQUIN  ,GW,GW,Not purchased,STOCKTON BAPTIST CHURCH,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,NON-TRANSIENT NON-COMMUNITY,1,25,SCHOOL,0.5,2.17,0,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,NA,NA,NA,NA,NA
CA3901390,FRANK C ALEGRE TRUCKING INC WS,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901392,"ENVIROPLEX, INC",NTNCWS,GW,GW,25,1,other_water_systems,0,1,0,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901394,CALVA PRODUCTS CO INC,NTNCWS,GW,GW,50,1,other_water_systems,1,0,2,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901400,VALLEY LANDSCAPING & MAINT INC,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901404,BEAR CREEK WINERY,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901407,BURLINGTON NORTHERN SANTA FE,NTNCWS,GW,GW,31,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901409,VALPICO INDUSTRIAL PARK,NTNCWS,GW,GW,60,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901414,MCLAUGHLIN WASTE EQUIPMENT INC,NTNCWS,GW,GW,25,1,other_water_systems,1,1,12,2,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901417,J B HUNT TRANSPORT INC,NTNCWS,GW,GW,25,1,other_water_systems,0,1,0,2,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901418,AUSTIN INDUSTRIAL PARK WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,1,0,19,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901421,VIEJO LTD,NTNCWS,GW,GW,163,2,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901423,DOWN RIVER AN ITW COMPANY,NTNCWS,GW,GW,25,1,other_water_systems,0,1,0,2,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901424,DURHAM FERRY COMMUNITY SCHOOL,NTNCWS,GW,GW,31,5,other_water_systems,1,0,1,0,SAN JOAQUIN  ,GW,GW,Not purchased,DURHAM FERRY COMMUNITY SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,NON-TRANSIENT NON-COMMUNITY,5,31,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,NA,NA,NA,NA,NA
CA3901425,MORADA PRODUCE,NTNCWS,GW,GW,25,5,other_water_systems,1,0,9,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901429,MUSCO FAMILY OLIVE CO,NTNCWS,GW,GW,348,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901442,TARDITI RENTALS WATER,NTNCWS,GW,GW,27,7,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901456,PRIMA FRUTTA PACKING,NTNCWS,GW,GW,25,2,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901461,JENSEN PRECAST,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901463,TULARE FARMS LLLP WATER SYSTEM,NTNCWS,GW,GW,39,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901466,PARK GREEN HOUSES WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901473,DIEDE TRUCKING WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901474,FREMONT ONE,CWS,GW,GW,39,15,other_water_systems,1,0,12,0,SAN JOAQUIN  ,GW,GW,Not purchased,FREMONT ONE,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,15,39,RESIDENTIAL AREA,3,2.17,0.67,1,1.71,--,At-Risk,Failing,Failing,1,Y,N,N,0,2,0,1,3,1
CA3901477,TRACY MATRL RECVRY/SLD WASTE WS,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901480,ABF FREIGHT WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901481,PNP STOCKTON #80,NTNCWS,GW,GW,25,1,other_water_systems,1,0,12,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3901486,CENTRAL VALLEY BAPTIST CHURCH WS,NTNCWS,GW,GW,556,2,other_water_systems,1,0,41,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902136,LINDEN USD-CHARTVILLE SCHOOL,NTNCWS,GW,GW,40,1,other_water_systems,1,0,1,0,SAN JOAQUIN  ,GW,GW,Not purchased,LINDEN USD-CHARTVILLE SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,NON-TRANSIENT NON-COMMUNITY,1,40,SCHOOL,2.5,2.67,0,0,1.29,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,NA,NA,NA,NA,NA
CA3902172,A SAMBADO & SON 39-321,NTNCWS,GW,GW,25,15,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902180,SUTTER HOME WINERY INC.,NTNCWS,GW,GW,463,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902181,"SCHULTE ROAD WAREHOUSE 3, LLC WTR SYS",NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902184,"DLJ PROPERTIES, LLC",NTNCWS,GW,GW,40,1,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902189,GICO MANAGEMENT,NTNCWS,GW,GW,60,1,other_water_systems,1,0,18,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902211,"FC TRACY HOLDINGS, LLC",NTNCWS,GW,GW,219,2,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902212,JAHANT WOODS CELLARS,NTNCWS,GW,GW,115,5,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3902215,MCMANIS FAMILY VINEYARDS INC.,NTNCWS,GW,GW,100,7,other_water_systems,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,CWS,SW,SWP,175026,44274,other_water_systems,0,0,0,0,SAN JOAQUIN  ,SWP,SW,Purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
