pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_binary,mon_only_5yr_count,mr_5yr_count,mr_5yr_binary,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,HR_NAME,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing,CCR_pulled
CA3901305,CARMELO INDUSTRIAL PARK,NTNCWS,GW,GW,30,1,other_water_systems,0,0,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901306,KELLOGG GARDEN PRODUCTS,NTNCWS,GW,GW,185,2,other_water_systems,0,0,1,3,3,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3901309,GLASSFAB TEMPERING SERVICES INC.,NTNCWS,GW,GW,50,1,other_water_systems,0,0,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901312,TURNER ROAD VINTNERS (EAST),NTNCWS,GW,GW,80,1,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3901315,GAF MATERIALS CO,NTNCWS,GW,GW,30,1,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901318,S M S BRINERS INC,NTNCWS,GW,GW,30,1,other_water_systems,0,0,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901319,KNAPHEIDE TRUCK EQUIPMENT COMPANY,NTNCWS,GW,GW,40,1,other_water_systems,1,2,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901320,CHARGIN-SOSSAMON WATER SYSTEM,NTNCWS,GW,GW,50,1,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901322,MANTECA INDUSTRIAL PRK CSA-30,NTNCWS,GW,GW,76,23,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,1,3,Yes
CA3901323,COZAD WATER SYSTEM,NTNCWS,GW,GW,85,10,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901331,RIPON USD-COLONY OAK SCHOOL,NTNCWS,GW,GW,100,13,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,RIPON USD-COLONY OAK SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,100,Not At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA3901336,WESTERN PALLET SUPPLY & LOGISTICS,NTNCWS,GW,GW,60,1,other_water_systems,0,0,1,1,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901337,MORADA ESTATES N PWS #46,CWS,GW,GW,426,129,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,MORADA ESTATES N PWS #46,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,Low to no risk,426,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA3901338,"DYNATECT RO-LAB, INC.",NTNCWS,GW,GW,40,1,other_water_systems,0,0,1,1,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901343,DEVIL MOUNTAIN WHOLESALE NURSERY,NTNCWS,GW,GW,25,1,other_water_systems,1,1,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901345,NORMANS NURSERY,NTNCWS,GW,GW,200,1,other_water_systems,0,0,0,0,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901348,FAIROAKS PWS #44,CWS,GW,GW,1172,355,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,FAIROAKS PWS #44,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,Low to no risk,No Risk,High to medium risk,1172,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3901350,BOETHING TREELAND FARMS INC,NTNCWS,GW,GW,203,5,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901354,LARSEN RANCH 39-40/WATER SYSTEM,NTNCWS,GW,GW,30,11,other_water_systems,0,0,1,13,20,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3901368,OM SCOTT & SONS/HYPONEX CORP,NTNCWS,GW,GW,50,5,other_water_systems,0,0,0,0,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901369,BASALITE - TRACY,NTNCWS,GW,GW,25,2,other_water_systems,1,2,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901373,EUSD-GATEWAY CHARTER,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,EUSD-GATEWAY CHARTER,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,25,Not At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3901377,FRENCH CAMP GOLF COURSE,NTNCWS,GW,GW,327,99,other_water_systems,0,0,1,2,4,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901378,SAN-I-PAK INC,NTNCWS,GW,GW,25,1,other_water_systems,1,6,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901382,O-G PACKING CO,NTNCWS,GW,GW,25,2,other_water_systems,1,1,0,0,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3901387,STOCKTON BAPTIST CHURCH,NTNCWS,GW,GW,25,1,other_water_systems,1,9,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,STOCKTON BAPTIST CHURCH,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Medium Risk,Low to no risk,78,At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3901390,FRANK C ALEGRE TRUCKING INC WS,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901392,"ENVIROPLEX, INC",NTNCWS,GW,GW,25,1,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3901394,CALVA PRODUCTS CO INC,NTNCWS,GW,GW,50,1,other_water_systems,1,2,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901400,VALLEY LANDSCAPING & MAINT INC,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901404,BEAR CREEK WINERY,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901407,BURLINGTON NORTHERN SANTA FE,NTNCWS,GW,GW,31,1,other_water_systems,0,0,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901409,VALPICO INDUSTRIAL PARK,NTNCWS,GW,GW,60,1,other_water_systems,0,0,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901414,MCLAUGHLIN WASTE EQUIPMENT INC,NTNCWS,GW,GW,25,1,other_water_systems,1,12,1,2,4,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901417,J B HUNT TRANSPORT INC,NTNCWS,GW,GW,25,1,other_water_systems,0,0,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901418,AUSTIN INDUSTRIAL PARK WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,1,19,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901421,VIEJO LTD,NTNCWS,GW,GW,163,2,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901423,DOWN RIVER AN ITW COMPANY,NTNCWS,GW,GW,25,1,other_water_systems,0,0,1,2,5,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901424,DURHAM FERRY COMMUNITY SCHOOL,NTNCWS,GW,GW,31,5,other_water_systems,1,1,0,0,3,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,DURHAM FERRY COMMUNITY SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Medium Risk,Low to no risk,31,Potentially At-Risk,1,$0,NA,NA,NA,0,4,Yes
CA3901425,MORADA PRODUCE,NTNCWS,GW,GW,25,5,other_water_systems,1,9,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901429,MUSCO FAMILY OLIVE CO,NTNCWS,GW,GW,348,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA3901442,TARDITI RENTALS WATER,NTNCWS,GW,GW,27,7,other_water_systems,0,0,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901456,PRIMA FRUTTA PACKING,NTNCWS,GW,GW,25,2,other_water_systems,0,0,0,0,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA3901461,JENSEN PRECAST,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901463,TULARE FARMS LLLP WATER SYSTEM,NTNCWS,GW,GW,39,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901466,PARK GREEN HOUSES WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3901473,DIEDE TRUCKING WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901474,FREMONT ONE,CWS,GW,GW,39,15,other_water_systems,1,12,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,FREMONT ONE,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Medium Risk,High to medium risk,39,Failing,1,$0,2,0,1,3,1,Yes
CA3901477,TRACY MATRL RECVRY/SLD WASTE WS,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901480,ABF FREIGHT WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA3901481,PNP STOCKTON #80,NTNCWS,GW,GW,25,1,other_water_systems,1,12,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901486,CENTRAL VALLEY BAPTIST CHURCH WS,NTNCWS,GW,GW,556,2,other_water_systems,1,41,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3902136,LINDEN USD-CHARTVILLE SCHOOL,NTNCWS,GW,GW,40,1,other_water_systems,1,1,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LINDEN USD-CHARTVILLE SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,No Risk,Low to no risk,40,At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3902172,A SAMBADO & SON 39-321,NTNCWS,GW,GW,25,15,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA3902180,SUTTER HOME WINERY INC.,NTNCWS,GW,GW,463,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3902181,"SCHULTE ROAD WAREHOUSE 3, LLC WTR SYS",NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3902184,"DLJ PROPERTIES, LLC",NTNCWS,GW,GW,40,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3902189,GICO MANAGEMENT,NTNCWS,GW,GW,60,1,other_water_systems,1,18,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3902211,"FC TRACY HOLDINGS, LLC",NTNCWS,GW,GW,219,2,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3902212,JAHANT WOODS CELLARS,NTNCWS,GW,GW,115,5,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3902215,MCMANIS FAMILY VINEYARDS INC.,NTNCWS,GW,GW,100,7,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,CWS,SW,SWP,175026,44274,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,SWP,SW,Purchased,San Joaquin River,CALIFORNIA WATER SERVICE - STOCKTON,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Not Assessed,Not Assessed,Not Assessed,Not Assessed,176266,Not Assessed,1,$0,NA,NA,NA,4,0,Yes
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,CWS,SW,SWP,1841,559,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,SWP,SW,Purchased,San Joaquin River,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,Low Risk,Low to no risk,1841,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3910003,"ESCALON, CITY OF",CWS,GW,GW,7264,2527,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,"ESCALON, CITY OF",SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,No Risk,Low to no risk,7429,Not At-Risk,1,"$2,787,082",0,0,0,4,0,Yes
CA3910004,"LODI, CITY OF",CWS,SW,SW,68272,29520,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,SW,SW,Not purchased,San Joaquin River,"LODI, CITY OF",SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,Low to no risk,Low Risk,Low to no risk,68272,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3910005,"MANTECA, CITY OF",CWS,SW,SWP,84928,26685,other_water_systems,1,22,1,1,1,1,SAN JOAQUIN  ,SWP,SW,Purchased,San Joaquin River,"MANTECA, CITY OF",SAN JOAQUIN,DISTRICT 10 - STOCKTON,High to medium risk,Low to no risk,High Risk,Low to no risk,84928,At-Risk,1,"$4,537,444",NA,NA,NA,4,0,Yes
CA3910006,STOCKTON EAST WATER DISTRICT,CWS,SW,SW,50,3,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,SW,SW,Not purchased,NA,STOCKTON EAST WATER DISTRICT,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Not Assessed,Not Assessed,Not Assessed,Not Assessed,50,Not Assessed,1,$0,NA,NA,NA,0,4,Yes
CA3910007,"RIPON, CITY OF",CWS,GW,GW,15769,5144,other_water_systems,0,0,0,0,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,"RIPON, CITY OF",SAN JOAQUIN,DISTRICT 10 - STOCKTON,High to medium risk,High to medium risk,No Risk,Low to no risk,15741,Potentially At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,CWS,GW,GW,2500,846,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,LOCKEFORD COMMUNITY SERV. DIST.,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,Low Risk,Low to no risk,3572,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA3910009,SAN JOAQUIN COUNTY - THORNTON,CWS,GW,GW,964,292,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SAN JOAQUIN COUNTY - THORNTON,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,High Risk,Low to no risk,964,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,CWS,SW,SWP,5990,1815,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,SWP,SW,Purchased,San Joaquin River,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,No Risk,Low to no risk,5990,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3910011,"TRACY, CITY OF",CWS,SW,SW,94538,27078,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,SW,SW,Not purchased,San Joaquin River,"TRACY, CITY OF",SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,Low to no risk,No Risk,Low to no risk,96609,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3910012,CITY OF STOCKTON,CWS,SW,SW,190688,50687,carceral_serving_water_system,1,2,1,2,3,1,SAN JOAQUIN  ,SW,SW,Not purchased,San Joaquin River,CITY OF STOCKTON,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Not Assessed,Not Assessed,Not Assessed,Not Assessed,191302,Not Assessed,1,$0,NA,NA,NA,4,0,Yes
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,CWS,GW,GW,1086,329,other_water_systems,1,12,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,SAN JOAQUIN,DISTRICT 10 - STOCKTON,High to medium risk,High to medium risk,No Risk,Low to no risk,1086,Failing,1,$0,0,0,0,1,3,Yes
CA3910015,CITY OF LATHROP,CWS,SW,SWP,35080,10412,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,SWP,SW,Purchased,San Joaquin River,CITY OF LATHROP,SAN JOAQUIN,DISTRICT 10 - STOCKTON,High to medium risk,Low to no risk,Low Risk,Low to no risk,35080,At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3910017,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,CWS,GW,GW,3802,1152,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,Low Risk,Low to no risk,3802,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3910018,SAN JOAQUIN RIVER CLUB INC,CWS,GW,GW,600,385,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SAN JOAQUIN RIVER CLUB INC,SAN JOAQUIN,DISTRICT 10 - STOCKTON,High to medium risk,Low to no risk,Medium Risk,High to medium risk,600,At-Risk,1,$0,0,0,0,4,0,Yes
CA3910019,LINDEN COUNTY WATER DISTRICT,CWS,GW,GW,1784,617,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,LINDEN COUNTY WATER DISTRICT,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,Medium Risk,Low to no risk,1784,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA3910020,STOCKTON VERDE MOBILE HOME PARK,CWS,GW,GW,722,293,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,STOCKTON VERDE MOBILE HOME PARK,SAN JOAQUIN,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,High Risk,Low to no risk,711,Not At-Risk,1,$0,0,0,0,4,0,Yes
