id,n_ccr_downloaded,n_ccr_missing
CA4600081,0,4
CA4600082,0,4
CA4600084,0,4
CA4600086,0,4
CA4600094,0,4
CA4600098,0,4
CA4600103,0,4
CA4610001,0,4
CA4700501,0,4
CA4700503,0,4
CA4700523,0,4
CA4700531,0,4
CA4700542,0,4
CA4700545,0,4
CA4700546,0,4
CA4700554,0,4
CA4700557,0,4
CA4700558,0,4
CA4700559,0,4
CA4700562,0,4
CA4700565,0,4
CA4700569,0,4
CA4700571,0,4
CA4700577,0,4
CA4700585,0,4
CA4700593,0,4
CA4700594,0,4
CA4700597,0,4
CA4700601,0,4
CA4700603,0,4
CA4700612,0,4
CA4700626,0,4
CA4700627,0,4
CA4700663,0,4
CA4700666,0,4
CA4700669,0,4
CA4700702,0,4
CA4700705,0,4
CA4700722,0,4
CA4700807,0,4
CA4700814,0,4
CA4700825,0,4
CA4700839,0,4
CA4700863,0,4
CA4700870,0,4
CA4700872,0,4
CA4700875,0,4
CA4700884,0,4
CA4700885,0,4
CA4700891,0,4
CA4710002,0,4
CA4710007,0,4
CA4710500,0,4
CA4900033,0,4
CA4900107,0,4
CA4900548,0,4
CA4900551,0,4
CA4900563,0,4
CA4900580,0,4
CA4900600,0,4
CA4900603,0,4
CA4900604,0,4
CA4900629,0,4
CA4900680,0,4
CA4900684,0,4
CA4900686,0,4
CA4900720,0,4
CA4900722,0,4
CA4900723,0,4
CA4900737,0,4
CA4900743,0,4
CA4900745,0,4
CA4900748,0,4
CA4900774,0,4
CA4900787,0,4
CA4900791,0,4
CA4900799,0,4
CA4900812,0,4
CA4900813,0,4
CA4900817,0,4
CA4900841,0,4
CA4900873,0,4
CA4900892,0,4
CA4900911,0,4
CA4900912,0,4
CA4900916,0,4
CA4900924,0,4
CA4900934,0,4
CA4900936,0,4
CA4900943,0,4
CA4900946,0,4
CA4900949,0,4
CA4900968,0,4
CA4900973,0,4
CA4900974,0,4
CA4900975,0,4
CA4900981,0,4
CA4900982,0,4
CA4900986,0,4
CA4900994,0,4
CA4900998,0,4
CA4901016,0,4
CA4901017,0,4
CA4901024,0,4
CA4901025,0,4
CA4901027,0,4
CA4901038,0,4
CA4901042,0,4
CA4901044,0,4
CA4901046,0,4
CA4901060,0,4
CA4901061,0,4
CA4901063,0,4
CA4901069,0,4
CA4901073,0,4
CA4901074,0,4
CA4901077,0,4
CA4901079,0,4
CA4901082,0,4
CA4901083,0,4
CA4901086,0,4
CA4901090,0,4
CA4901093,0,4
CA4901094,0,4
CA4901095,0,4
CA4901096,0,4
CA4901101,0,4
CA4901105,0,4
CA4901106,0,4
CA4901109,0,4
CA4901112,0,4
CA4901113,0,4
CA4901115,0,4
CA4901120,0,4
CA4901122,0,4
CA4901133,0,4
CA4901135,0,4
CA4901139,0,4
CA4901141,0,4
CA4901151,0,4
CA4901153,0,4
CA4901164,0,4
CA4901165,0,4
CA4901170,0,4
CA4901175,0,4
CA4901176,0,4
CA4901189,0,4
CA4901190,0,4
CA4901191,0,4
CA4901193,0,4
CA4901196,0,4
CA4901197,0,4
CA4901206,0,4
CA4901207,0,4
CA4901208,0,4
CA4901216,0,4
CA4901220,0,4
CA4901222,0,4
CA4901223,0,4
CA4901231,0,4
CA4901233,0,4
CA4901234,0,4
CA4901245,0,4
CA4901247,0,4
CA4901251,0,4
CA4901253,0,4
CA4901261,0,4
CA4901263,0,4
CA4901265,0,4
CA4901269,0,4
CA4901272,0,4
CA4901274,0,4
CA4901275,0,4
CA4901283,0,4
CA4901284,0,4
CA4901286,0,4
CA4901287,0,4
CA4901291,0,4
CA4901293,0,4
CA4901294,0,4
CA4901295,0,4
CA4901298,0,4
CA4901299,0,4
CA4901300,0,4
CA4901301,0,4
CA4901305,0,4
CA4901308,0,4
CA4901312,0,4
CA4901313,0,4
CA4901317,0,4
CA4901321,0,4
CA4901327,0,4
CA4901328,0,4
CA4901329,0,4
CA4901331,0,4
CA4901332,0,4
CA4901333,0,4
CA4901334,0,4
CA4901336,0,4
CA4901338,0,4
CA4901340,0,4
CA4901342,0,4
CA4901343,0,4
CA4901347,0,4
CA4901348,0,4
CA4901353,0,4
CA4901356,0,4
CA4901360,0,4
CA4901361,0,4
CA4901363,0,4
CA4901364,0,4
CA4901373,0,4
CA4901375,0,4
CA4901377,0,4
CA4901383,0,4
CA4901384,0,4
CA4901388,0,4
CA4901392,0,4
CA4901393,0,4
CA4901394,0,4
CA4901395,0,4
CA4901398,0,4
CA4901403,0,4
CA4901404,0,4
CA4901405,0,4
CA4901406,0,4
CA4901407,0,4
CA4901408,0,4
CA4901409,0,4
CA4901411,0,4
CA4901412,0,4
CA4901413,0,4
CA4901414,0,4
CA4901419,0,4
CA4901420,0,4
CA4901423,0,4
CA4901425,0,4
CA4901426,0,4
CA4901431,0,4
CA4901432,0,4
CA4901433,0,4
CA4901437,0,4
CA4901440,0,4
CA4901442,0,4
CA4901444,0,4
CA4901446,0,4
CA4901447,0,4
CA4901448,0,4
CA4901449,0,4
CA4901451,0,4
CA4901452,0,4
CA4901453,0,4
CA4901455,0,4
CA4901459,0,4
CA4901460,0,4
CA4901464,0,4
CA4901465,0,4
CA4901466,0,4
CA4901468,0,4
CA4901474,0,4
CA4901483,0,4
CA4910302,0,4
CA4910304,0,4
CA4910305,0,4
CA4910306,0,4
CA4910308,0,4
CA4910309,0,4
CA4910310,0,4
CA4910313,0,4
CA4910702,0,4
CA5000005,0,4
CA5000020,0,4
CA5000041,0,4
CA5000054,0,4
CA5000055,0,4
CA5000091,0,4
CA5000099,0,4
CA5000110,0,4
CA5000136,0,4
CA5000155,0,4
CA5000158,0,4
CA5000164,0,4
CA5000165,0,4
CA5000166,0,4
CA5000175,0,4
CA5000213,0,4
CA5000239,0,4
CA5000243,0,4
CA5000272,0,4
CA5000274,0,4
CA5000284,0,4
CA5000290,0,4
CA5000298,0,4
CA5000307,0,4
CA5000332,0,4
CA5000335,0,4
CA5000346,0,4
CA5000347,0,4
CA5000382,0,4
CA5000383,0,4
CA5000384,0,4
CA5000400,0,4
CA5000401,0,4
CA5000402,0,4
CA5000404,0,4
CA5000409,0,4
CA5000414,0,4
CA5000426,0,4
CA5000435,0,4
CA5000439,0,4
CA5000446,0,4
CA5000457,0,4
CA5000462,0,4
CA5000467,0,4
CA5000474,0,4
CA5000480,0,4
CA5000483,0,4
CA5000486,0,4
CA5000487,0,4
CA5000490,0,4
CA5000493,0,4
CA5000498,0,4
CA5000500,0,4
CA5000501,0,4
CA5000502,0,4
CA5000503,0,4
CA5000505,0,4
CA5000507,0,4
CA5000509,0,4
CA5000512,0,4
CA5000516,0,4
CA5000532,0,4
CA5000536,0,4
CA5000547,0,4
CA5000551,0,4
CA5000557,0,4
CA5000562,0,4
CA5000571,0,4
CA5000578,0,4
CA5000582,0,4
CA5000583,0,4
CA5000585,0,4
CA5000586,0,4
CA5000588,0,4
CA5010043,0,4
CA5100117,0,4
CA5200007,0,4
CA5200008,0,4
CA5200012,0,4
CA5200013,0,4
CA5200014,0,4
CA5200500,0,4
CA5200502,0,4
CA5200508,0,4
CA5200510,0,4
CA5200512,0,4
CA5200514,0,4
CA5200521,0,4
CA5200526,0,4
CA5200527,0,4
CA5200535,0,4
CA5200538,0,4
CA5200539,0,4
CA5200545,0,4
CA5200546,0,4
CA5200548,0,4
CA5200551,0,4
CA5200555,0,4
CA5200556,0,4
CA5200558,0,4
CA5200560,0,4
CA5200571,0,4
CA5200575,0,4
CA5200584,0,4
CA5200585,0,4
CA5200645,0,4
CA5200864,0,4
CA5201140,0,4
CA5201147,0,4
CA5210500,0,4
CA5210501,0,4
CA5210502,0,4
CA5210504,0,4
CA5210505,0,4
CA5210506,0,4
CA5301001,0,4
CA5301004,0,4
CA5301006,0,4
CA5301009,0,4
CA5301010,0,4
CA5301013,0,4
CA5301014,0,4
CA5301017,0,4
CA5301101,0,4
CA5301103,0,4
CA5301104,0,4
CA5301105,0,4
CA5301106,0,4
CA5301108,0,4
CA5301109,0,4
CA5301110,0,4
CA5301112,0,4
CA5301113,0,4
CA5301114,0,4
CA5304113,0,4
CA5304209,0,4
CA5304502,0,4
CA5304507,0,4
CA5305003,0,4
CA5305004,0,4
CA5305006,0,4
CA5305107,0,4
CA5305402,0,4
CA5305504,0,4
CA5400583,0,4
CA5400623,0,4
CA5400629,0,4
CA5400637,0,4
CA5400644,0,4
CA5400679,0,4
CA5400696,0,4
CA5400701,0,4
CA5400743,0,4
CA5400744,0,4
CA5400749,0,4
CA5400750,0,4
CA5400755,0,4
CA5400757,0,4
CA5400765,0,4
CA5400778,0,4
CA5400783,0,4
CA5400826,0,4
CA5400896,0,4
CA5400917,0,4
CA5400922,0,4
CA5400985,0,4
CA5401001,0,4
CA5401044,0,4
CA5401045,0,4
CA5401047,0,4
CA5401071,0,4
CA5401084,0,4
CA5401093,0,4
CA5401094,0,4
CA5401099,0,4
CA5402019,0,4
CA5402022,0,4
CA5402026,0,4
CA5402030,0,4
CA5402057,0,4
CA5403011,0,4
CA5403020,0,4
CA5403047,0,4
CA5403061,0,4
CA5403062,0,4
CA5403089,0,4
CA5403137,0,4
CA5403147,0,4
CA5403150,0,4
CA5403151,0,4
CA5403201,0,4
CA5410515,0,4
CA5500001,0,4
CA5500003,0,4
CA5500005,0,4
CA5500020,0,4
CA5500026,0,4
CA5500027,0,4
CA5500030,0,4
CA5500049,0,4
CA5500054,0,4
CA5500109,0,4
CA5500112,0,4
CA5500113,0,4
CA5500132,0,4
CA5500136,0,4
CA5500138,0,4
CA5500145,0,4
CA5500160,0,4
CA5500173,0,4
CA5500175,0,4
CA5500176,0,4
CA5500186,0,4
CA5500191,0,4
CA5500194,0,4
CA5500201,0,4
CA5500210,0,4
CA5500213,0,4
CA5500233,0,4
CA5500237,0,4
CA5500248,0,4
CA5500250,0,4
CA5500266,0,4
CA5500268,0,4
CA5500357,0,4
CA5500358,0,4
CA5500359,0,4
CA5500364,0,4
CA5500368,0,4
CA5500371,0,4
CA5601716,0,4
CA5601725,0,4
CA5610500,0,4
CA5800572,0,4
CA5800805,0,4
CA5800814,0,4
CA5800820,0,4
CA5800821,0,4
CA5800823,0,4
CA5800824,0,4
CA5800826,0,4
CA5800827,0,4
CA5800850,0,4
CA5800851,0,4
CA5800874,0,4
