pwsid,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA3601085,66,3,COMMUNITY,A ,LPA66 - SAN BERNARDINO COUNTY,non_carceral,0,2,0,1
CA3601128,126,124,TRANSIENT NON-COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3601182,3035,1,COMMUNITY,A ,LPA66 - SAN BERNARDINO COUNTY,exclusive_carceral,0,0,0,0
CA3601186,291,104,COMMUNITY,A ,LPA66 - SAN BERNARDINO COUNTY,non_carceral,0,0,0,0
CA3610001,39930,8318,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,nonexclusive_carceral,0,0,0,0
CA3610002,2534,950,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610003,64469,20622,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,nonexclusive_carceral,0,1,0,1
CA3610004,104498,23436,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610005,7038,7940,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610008,12738,6223,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610009,3916,1748,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610011,2458,745,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610012,86435,23373,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,nonexclusive_carceral,0,1,0,1
CA3610013,25129,5909,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,1,0,1
CA3610014,46525,10640,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,1,0,1
CA3610015,11650,5003,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610016,450,337,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610018,211069,48443,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,nonexclusive_carceral,0,0,0,0
CA3610021,1046,492,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610022,1271,725,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610023,2993,1069,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,1,0,1
CA3610024,100744,27981,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610025,6640,4884,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610026,1240,335,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610028,3055,949,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610029,56017,11965,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610030,1502,455,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610031,13000,1459,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610032,8766,1706,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610033,1700,115,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610034,185010,39996,COMMUNITY,A ,DISTRICT 27 - MOJAVE,nonexclusive_carceral,0,0,0,0
CA3610036,76414,21799,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610037,78025,22726,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610038,54453,11996,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610039,214665,46135,COMMUNITY,A ,DISTRICT 27 - MOJAVE,nonexclusive_carceral,0,0,0,0
CA3610041,237700,47079,COMMUNITY,A ,DISTRICT 27 - MOJAVE,nonexclusive_carceral,0,0,0,0
CA3610043,32547,8991,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610044,26132,15158,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610045,817,292,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610046,499,218,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610047,4177,2812,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,1,0,1
CA3610048,2400,608,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610049,18795,7400,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610050,78376,20166,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610051,2471,824,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610052,135983,38494,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,nonexclusive_carceral,0,0,0,0
CA3610053,7705,2335,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610055,52010,13646,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,1,1,1,1
CA3610057,20188,6656,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610060,1118,538,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610062,5268,3009,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610063,1717,833,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610064,108629,21770,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610073,26411,11123,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610082,119,64,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610085,3111,1219,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610093,2654,798,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610105,2086,762,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610107,6208,1956,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610108,586,322,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610109,4002,1213,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610110,1856,956,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610112,6347,2875,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610114,2320,1236,COMMUNITY,A ,DISTRICT 27 - MOJAVE,nonexclusive_carceral,0,0,0,0
CA3610117,1574,480,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,2,0,1
CA3610118,861,290,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610120,24285,7359,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610121,14911,4030,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,1,0,1
CA3610125,12843,3471,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610300,1979,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610301,254,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610701,1126,303,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,1,0,1
CA3610702,411,258,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,1,0,1
CA3610703,15248,2480,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3610705,15701,3315,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,non_carceral,0,0,0,0
CA3610800,83,1,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,exclusive_carceral,0,1,0,1
CA3610801,65,5,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,exclusive_carceral,0,0,0,0
CA3610850,10667,1912,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,exclusive_carceral,0,0,0,0
CA3610851,1195,1063,COMMUNITY,A ,DISTRICT 13 - SAN BERNARDINO,exclusive_carceral,0,0,0,0
CA3610854,1818,748,COMMUNITY,A ,DISTRICT 27 - MOJAVE,non_carceral,0,0,0,0
CA3700041,300,102,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,1,1,1,1
CA3700071,300,106,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3700073,86,38,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,2,0,1
CA3700074,183,186,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,1,0,1,0
CA3700174,127,45,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3700235,220,9,TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3700276,66,53,TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,3,0,1
CA3700277,150,46,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,1,0,1
CA3700291,96,55,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,1,2,1,1
CA3700422,100,30,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,1,0,1
CA3700859,290,96,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3700866,330,148,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3700897,100,32,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,4,2,1,1
CA3700900,9913,112,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,1,1,1,1
CA3700905,760,232,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,1,1,1,1
CA3700906,78,24,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,1,0,1
CA3700909,1517,188,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,2,0,1
CA3700918,102,38,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,1,6,1,1
CA3700919,250,137,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3700922,317,92,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,1,0,1
CA3700923,670,201,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,1,0,1
CA3700924,360,130,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,5,0,1,0
CA3700933,193,195,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,2,0,1
CA3700934,185,74,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,9,0,1,0
CA3700936,200,92,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3700937,142,43,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3700938,769,210,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3700958,238,116,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3700962,260,88,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,1,4,1,1
CA3700968,298,64,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,2,0,1
CA3701010,250,15,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,5,0,1,0
CA3701184,353,308,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,1,4,1,1
CA3701341,120,45,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,4,1,1,1
CA3701408,360,109,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3701476,13032,36,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,2,1,1,1
CA3701747,298,90,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3701780,28,21,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,1,0,1
CA3701793,400,153,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,4,2,1,1
CA3701837,140,74,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,3,0,1
CA3701934,255,58,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3701961,200,92,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3701982,13050,22,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3701988,185,68,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,6,0,1
CA3701995,100,32,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,2,1,1,1
CA3702059,45,39,TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,2,0,1
CA3702104,828,505,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3702236,4416,26,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3702338,250,130,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,2,1,1,1
CA3702354,448,303,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,1,0,1
CA3705074,200,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710001,106000,21749,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,1,0,1,0
CA3710002,113500,22501,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710004,3919,1869,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3710005,95158,28260,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710006,137044,27476,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710008,35237,9205,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710009,870,315,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710010,277668,56781,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710011,561,245,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710012,899,387,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710013,35500,7062,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,2,0,1
CA3710014,171483,44629,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710015,49888,14202,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710016,23536,8923,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,nonexclusive_carceral,0,0,0,0
CA3710018,30757,7430,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710019,37047,9453,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710020,1385379,282783,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,nonexclusive_carceral,0,1,0,1
CA3710021,40405,12154,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,1,0,1
CA3710023,21578,6503,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710025,191282,33614,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,nonexclusive_carceral,0,0,0,0
CA3710026,29938,9737,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710027,132430,27798,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,nonexclusive_carceral,0,0,0,0
CA3710029,86458,22791,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710034,238008,50807,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,nonexclusive_carceral,0,0,0,0
CA3710036,3429,2051,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710037,93859,23354,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,nonexclusive_carceral,0,0,0,0
CA3710039,2645,721,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710041,1768,706,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710044,3275,1178,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710047,500,222,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710055,40,4,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,2,0,1,0
CA3710301,50,28,TRANSIENT NON-COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710318,44,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,4,0,1
CA3710319,25,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 26 - IMPERIAL,non_carceral,0,0,0,0
CA3710700,12651,1530,COMMUNITY,A ,DISTRICT 08 - SANTA ANA,non_carceral,0,0,0,0
CA3710702,42219,8052,COMMUNITY,A ,DISTRICT 08 - SANTA ANA,non_carceral,0,0,0,0
CA3710707,800,221,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,1,0,1,0
CA3710750,36990,1415,COMMUNITY,A ,DISTRICT 14 - SAN DIEGO,non_carceral,0,0,0,0
CA3710800,27,6,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,exclusive_carceral,0,0,0,0
CA3710802,60,9,COMMUNITY,A ,DISTRICT 26 - IMPERIAL,exclusive_carceral,0,1,0,1
CA3810003,410,89,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA3810010,183386,441,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA3810011,848019,171099,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,nonexclusive_carceral,0,0,0,0
CA3810700,3500,1228,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA3810702,3864,186,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA3900504,264,83,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900505,270,78,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900512,105,32,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900517,60,20,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900523,112,34,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900543,92,28,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900558,172,52,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900559,40,16,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900561,104,54,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900563,178,54,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900568,180,72,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900569,60,28,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,1,0,1
CA3900579,50,19,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,5,0,1,0
CA3900586,50,22,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900596,200,82,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900602,200,68,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900606,75,30,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900607,131,49,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,1,0,1
CA3900624,160,83,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900637,120,63,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,1,0,1,0
CA3900649,100,50,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,1,0,1
CA3900653,150,75,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900661,275,99,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900664,125,44,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900682,123,43,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900701,148,37,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900702,145,44,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900705,55,26,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900714,69,21,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900719,55,25,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900720,238,72,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900722,290,88,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900724,234,71,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900732,35,15,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,1,0,1
CA3900733,75,31,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900751,26,9,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,4,0,1,0
CA3900755,150,49,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900762,55,58,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,1,0,1,0
CA3900805,300,115,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900813,100,51,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900831,340,173,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900835,70,25,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900837,39,12,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900842,320,150,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900844,75,41,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900907,325,117,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900921,30,12,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900927,119,36,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900964,300,162,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900983,100,43,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3900991,40,14,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901031,252,93,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,1,1,1,1
CA3901074,238,85,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901075,149,45,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901081,130,36,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901092,310,94,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901113,106,32,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901114,236,76,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901159,125,38,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901172,178,54,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901213,34,12,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,5,0,1,0
CA3901215,201,72,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901216,320,97,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901217,41,15,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901248,135,41,NON-TRANSIENT NON-COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901276,38,15,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901303,231,70,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901304,39,15,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901322,76,23,NON-TRANSIENT NON-COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
