pwsid,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA3901337,426,129,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,0,0,0,0
CA3901348,1172,355,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3901474,39,15,COMMUNITY,A ,LPA69 - SAN JOAQUIN COUNTY,non_carceral,4,0,1,0
CA3910001,176266,44359,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910002,1841,559,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910003,7429,2533,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910004,68272,29509,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910005,84928,27552,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910007,15741,5102,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910008,3572,846,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910009,964,292,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910010,5990,1815,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910011,96609,27545,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910012,191302,51522,COMMUNITY,A ,DISTRICT 10 - STOCKTON,nonexclusive_carceral,1,1,1,1
CA3910014,1086,329,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,3,0,1,0
CA3910015,35080,11185,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910017,3802,1152,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910018,600,385,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910019,1784,617,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910020,711,293,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910022,1510,202,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,1,0,1,0
CA3910023,1479,448,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910024,851,258,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910027,24948,7559,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910701,500,66,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910702,1200,88,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA3910803,5551,79,COMMUNITY,A ,DISTRICT 10 - STOCKTON,exclusive_carceral,2,0,1,0
CA4000200,85,24,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,2,0,1
CA4000202,132,40,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000203,135,58,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000206,700,7,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,2,0,1
CA4000213,57,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000214,81,25,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,3,0,1
CA4000222,1630,388,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4000226,89,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000230,133,54,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000501,110,46,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,6,0,1
CA4000506,538,163,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,2,2,1,1
CA4000507,440,117,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000523,591,179,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000554,350,124,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,1,0,1,0
CA4000563,30,24,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,4,3,1,1
CA4000568,462,206,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,2,0,1
CA4000631,40,20,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,5,2,1,1
CA4000637,60,26,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000648,84,49,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,5,2,1,1
CA4000649,420,160,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000650,600,313,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4000653,249,127,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,1,0,1,0
CA4000654,99,80,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,5,0,1,0
CA4000660,45,18,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,2,0,1
CA4000670,486,23,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000675,253,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000678,75,22,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000693,100,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000705,80,29,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,2,0,1
CA4000716,75,28,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000732,40,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,4,0,1,0
CA4000741,70,25,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000744,79,26,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000749,38,17,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000750,55,25,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,5,1,1,1
CA4000765,106,49,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000771,44,34,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000774,100,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000775,30,16,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,1,0,1,0
CA4000777,200,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000789,125,45,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000802,275,152,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000803,50,20,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000805,126,37,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000808,65,26,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000815,108,36,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000834,60,8,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000837,35,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000839,25,1,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,1,0,1
CA4000844,650,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000851,40,2,TRANSIENT NON-COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4000853,139,42,COMMUNITY,A ,LPA70 - SAN LUIS OBISPO COUNTY,non_carceral,0,0,0,0
CA4010001,17963,6854,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010002,30618,10961,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,nonexclusive_carceral,0,0,0,0
CA4010003,1600,685,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,1,0,1,0
CA4010004,12701,4999,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010005,7601,2207,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4010006,2369,778,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010007,31176,10822,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010008,8036,5335,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,2,1,1,1
CA4010009,47788,17012,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010010,2600,907,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010011,13757,5892,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010012,2956,1963,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,6,0,1,0
CA4010014,5532,4034,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4010015,1874,650,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010016,7086,2776,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010017,5949,2683,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010018,4506,1492,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010019,8011,3004,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010023,1477,602,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010024,1291,506,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010025,0,3,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010026,13771,4512,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010027,2181,663,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,5,4,1,1
CA4010028,1085,362,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010040,2026,966,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010081,3862,1544,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4010830,15000,12,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,exclusive_carceral,0,1,0,1
CA4010832,4100,875,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,exclusive_carceral,0,1,0,1
CA4010901,1200,784,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4100502,34,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100503,150,95,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,3,0,1
CA4100509,300,68,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,1,0,1,0
CA4100510,56,18,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100512,65,34,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100513,192,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100515,49,49,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4100522,114,14,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100523,29,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100527,181,44,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100529,208,21,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4100536,1790,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100538,357,65,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100540,35,10,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4100551,50,10,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,1,3,1,1
CA4100552,200,9,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4100553,67,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100555,90,34,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4100559,33,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100560,33,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100566,32,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,5,0,1
CA4100575,802,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100582,450,103,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100583,65,13,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100603,583,125,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,1,1,1,1
CA4100605,50,3,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100607,113,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4100610,28,1,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110001,30609,8179,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110002,3402,1297,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110003,31447,8731,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110005,1472,749,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110006,60903,18749,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110007,35344,10474,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110008,102348,25440,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110009,64121,16449,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110010,6078,1698,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110011,18940,6617,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110012,832,299,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,1,0,1,0
CA4110013,104901,23435,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110016,11766,4303,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110017,19297,4194,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110018,22795,6767,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110019,2789,359,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110020,2900,692,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110021,36556,8035,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4110022,92819,23291,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,nonexclusive_carceral,0,0,0,0
CA4110023,41327,11479,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110024,29519,3906,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110025,38546,11876,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110027,13486,3907,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4110029,95,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4200505,60,24,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,3,0,1
CA4200514,48,14,TRANSIENT NON-COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200531,240,87,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200556,150,49,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,33,0,1
CA4200560,135,77,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200572,200,62,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,1,0,1
CA4200578,160,91,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,1,0,1
CA4200579,38,19,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200580,120,38,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200612,150,45,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200616,295,96,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,1,0,1
CA4200618,150,49,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200619,304,92,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200633,55,20,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200678,38,19,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200693,186,56,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200702,60,26,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,1,0,1
CA4200703,325,29,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200714,43,23,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200721,66,23,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200731,54,17,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,1,0,1
CA4200733,70,28,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200800,142,44,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200802,102,31,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200804,54,19,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,3,0,1
CA4200807,325,117,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200814,30,14,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,1,0,1,0
CA4200822,59,18,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,2,0,1,0
CA4200827,25,19,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200837,129,39,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200842,320,80,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,1,0,1,0
CA4200848,75,22,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200851,66,21,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200862,34,18,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200867,40,14,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,1,0,1,0
CA4200870,234,53,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200881,211,64,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,1,0,1
CA4200885,38,15,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200891,115,46,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200918,845,39,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,nonexclusive_carceral,0,2,0,1
CA4200924,40,20,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200926,1000,6,TRANSIENT NON-COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200961,50,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4200969,45,2,COMMUNITY,A ,LPA72 - SANTA BARBARA COUNTY,non_carceral,0,0,0,0
CA4210001,15996,4431,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210002,1534,615,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210003,8897,2452,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210004,84462,16433,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,nonexclusive_carceral,0,0,0,0
CA4210005,550,278,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210006,40473,9888,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210007,11962,4653,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4210009,700,254,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,2,0,1
CA4210010,98872,27491,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210011,109477,22664,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,nonexclusive_carceral,0,0,0,0
CA4210013,6126,2106,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4210016,34102,11982,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4210017,7308,2577,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210018,5161,1832,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210019,3600,1313,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210020,7022,2639,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210021,1947,448,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,nonexclusive_carceral,0,0,0,0
CA4210022,545,207,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210024,4861,1469,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,0,0,0
CA4210303,855,10,TRANSIENT NON-COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4210305,306,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,non_carceral,0,1,0,1
CA4210700,14971,1161,COMMUNITY,A ,DISTRICT 06 - SANTA BARBARA,nonexclusive_carceral,0,0,0,0
CA4300516,338,116,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300517,346,153,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300520,145,44,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300521,142,43,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300522,156,56,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300525,168,51,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,12,0,1
CA4300526,61,26,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4300542,627,190,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300543,1173,325,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300545,258,92,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300550,79,24,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
CA4300551,220,79,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,1,0,1
CA4300560,80,38,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,2,0,1
CA4300562,148,53,COMMUNITY,A ,DISTRICT 17 - SANTA CLARA,non_carceral,0,0,0,0
