,pwsid,health_5yr_count,health_5yr_count_no2ndary_mcl,health_5yr_count_no_2ndary_or_lsl,mr_5yr_count,mon_only_5yr_count,health_5yr_binary,health_5yr_no2ndary_mcl_binary,health_5yr_no2ndary_or_lsl_binary,mr_5yr_binary,mon_only_5yr_binary,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys
1195,CA1910242,0,0,0,0,0,0,0,0,0,0,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,CWS,GW,GW,961,211,other_water_systems
1196,CA1910243,0,0,0,0,0,0,0,0,0,0,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,CWS,SW,SWP,908,431,other_water_systems
1197,CA1910244,1,1,0,1,0,1,1,0,1,0,GREEN VALLEY CWD,CWS,GW,GW,1275,499,other_water_systems
1198,CA1910245,0,0,0,6,6,0,0,0,1,1,"SANTA FE SPRINGS - CITY, WATER DEPT.",CWS,SW,SWP,19219,6165,other_water_systems
1199,CA1910246,8,8,8,14,12,1,1,1,1,1,LAND PROJECTS MUTUAL WATER CO.,CWS,GW,GW,2800,548,other_water_systems
1200,CA1910247,0,0,0,0,0,0,0,0,0,0,SANTA CLARITA VALLEY W.A.-CASTAIC DIV.,CWS,SW,SWP,9999,1941,other_water_systems
1201,CA1910248,0,0,0,0,0,0,0,0,0,0,LOS ANGELES CWWD 37-ACTON,CWS,SW,SWP,4929,1456,other_water_systems
1202,CA1910249,0,0,0,1,1,0,0,0,1,1,WHITE FENCE FARMS MWC NO. 1,CWS,SW,SWP,1508,457,other_water_systems
1203,CA1910250,0,0,0,0,0,0,0,0,0,0,SANTA CLARITA VALLEY W.A.-PINETREE DIV.,CWS,SW,SWP,15998,2802,other_water_systems
1204,CA1910254,5,5,5,11,10,1,1,1,1,1,HUNGRY VALLEY STATE VEHICULAR REC AREA,NTNCWS,GW,GW,534,12,other_water_systems
1205,CA1910255,0,0,0,0,0,0,0,0,0,0,SANTA CLARITA VALLEY W.A.-TESORO DIV.,CWS,SW,SWP,6499,1225,other_water_systems
1206,CA1910443,0,0,0,0,0,0,0,0,0,0,"LOS ANGELES, CITY OF - CASTAIC PWR PLANT",NTNCWS,SW,SW,65,7,other_water_systems
1207,CA1910801,1,1,0,1,0,1,1,0,1,0,FENNER CANYON YOUTH CONSERVATION CAMP,CWS,GW,GW,100,1,carceral_water_system
1208,CA2000202,0,0,0,2,2,0,0,0,1,1,YOSEMITE LAKES COMMUNITY CHURCH,NTNCWS,GW,GW,551,9,other_water_systems
1209,CA2000206,0,0,0,1,1,0,0,0,1,1,ETAA FACILITIES LLC,NTNCWS,GW,GW,736,6,other_water_systems
1210,CA2000275,0,0,0,4,4,0,0,0,1,1,VALLEY CHILDREN'S HOSPITAL,NTNCWS,GW,GW,2500,17,other_water_systems
1211,CA2000293,0,0,0,3,3,0,0,0,1,1,MD 46 AHWAHNEE RESORTS,CWS,GW,GW,300,90,other_water_systems
1212,CA2000352,0,0,0,13,7,0,0,0,1,1,MADERA IRRIGATION DISTRICT,NTNCWS,GW,GW,145,5,other_water_systems
1213,CA2000370,0,0,0,0,0,0,0,0,0,0,TOM PISTACHIO WATER SYSTEM,NTNCWS,GW,GW,2100,14,other_water_systems
1214,CA2000384,0,0,0,0,0,0,0,0,0,0,FAIRMEAD LANDFILL,NTNCWS,GW,GW,72,4,other_water_systems
1215,CA2000501,4,4,4,0,0,1,1,1,0,0,BASS LAKE ANNEX 3,CWS,GW,GW,42,28,other_water_systems
1216,CA2000502,2,2,1,4,3,1,1,1,1,1,BASS LAKE HEIGHTS MUTUAL WATER,CWS,GW,GW,250,90,other_water_systems
1217,CA2000504,0,0,0,0,0,0,0,0,0,0,LA VINA RANCH COLD STORAGE,NTNCWS,GW,GW,162,15,other_water_systems
1218,CA2000506,48,42,41,1,0,1,1,1,1,0,SIERRA LINDA MUTUAL WATER CO,CWS,GW,GW,200,89,other_water_systems
1219,CA2000507,0,0,0,0,0,0,0,0,0,0,CALBEE AMERICA INCORPORATED,NTNCWS,GW,GW,244,7,other_water_systems
1220,CA2000509,0,0,0,4,4,0,0,0,1,1,CASCADEL MUTUAL WATER SYSTEM,CWS,GW,GW,137,120,other_water_systems
1221,CA2000511,0,0,0,1,1,0,0,0,1,1,MD 85 VALETA,CWS,GW,GW,45,20,other_water_systems
1222,CA2000512,12,11,10,6,5,1,1,1,1,1,EAST ACRES MUTUAL WATER COMPANY,CWS,GW,GW,250,85,other_water_systems
1223,CA2000521,1,1,0,1,0,1,1,0,1,0,BROADVIEW TERRACE MUTUAL WATER COMPANY,CWS,GW,GWP,498,178,other_water_systems
1224,CA2000524,7,4,3,3,2,1,1,1,1,1,SKY ACRES MUTUAL WATER CORP,CWS,GW,GW,175,64,other_water_systems
1225,CA2000526,3,3,2,12,11,1,1,1,1,1,PIKE RANCH MUTUAL WATER CO,CWS,GW,GW,74,20,other_water_systems
1226,CA2000527,16,16,16,0,0,1,1,1,0,0,YOSEMITE FORKS EST MUTUAL,CWS,GW,GW,110,99,other_water_systems
1227,CA2000529,0,0,0,3,1,0,0,0,1,1,BONADELLE RANCHOS NO. 2  MUTUAL WATER CO,CWS,GW,GW,50,23,other_water_systems
1228,CA2000530,1,1,0,1,0,1,1,0,1,0,CRASS MUTUAL WATER COMPANY,CWS,GW,GW,80,26,other_water_systems
1229,CA2000533,1,1,0,2,1,1,1,0,1,1,SUGAR PINE HOMEOWNERS ASSOC,CWS,GW,GW,120,58,other_water_systems
1230,CA2000534,4,4,4,1,1,1,1,1,1,1,LEISURE ACRES MUTUAL WATER COMPANY,CWS,GW,GW,45,24,other_water_systems
1231,CA2000538,13,13,12,1,0,1,1,1,1,0,CEDAR VALLEY MUTUAL WATER CO,CWS,GW,GW,137,67,other_water_systems
1232,CA2000544,33,33,33,0,0,1,1,1,0,0,MADERA CO MD1-HIDDEN LAKE ESTATES,CWS,SW,SW,162,49,other_water_systems
1233,CA2000549,1,1,1,2,2,1,1,1,1,1,MD 05 MOUNTAIN RANCHES,CWS,GW,GW,239,27,other_water_systems
1234,CA2000551,5,5,5,11,11,1,1,1,1,1,MD 07 MARINA VIEW HEIGHTS,CWS,GW,GW,200,83,other_water_systems
1235,CA2000552,35,27,27,3,3,1,1,1,1,1,MD 24 TEAFORD MEADOW LAKES,CWS,GW,GW,150,66,other_water_systems
1236,CA2000553,15,15,15,2,2,1,1,1,1,1,MD 28 RIPPERDAN SELF HELP,CWS,GW,GW,48,17,other_water_systems
1237,CA2000554,0,0,0,2,2,0,0,0,1,1,MD 33 FAIRMEAD,CWS,GW,GW,568,164,other_water_systems
1238,CA2000557,0,0,0,2,2,0,0,0,1,1,MD 43 MIAMI CREEK KNOLLS,CWS,GW,GW,100,26,other_water_systems
1239,CA2000558,1,1,0,1,0,1,1,0,1,0,COARSEGOLD MARKET,NTNCWS,GW,GW,115,5,other_water_systems
1240,CA2000561,16,16,16,2,2,1,1,1,1,1,MD 08 NORTH FORK WATER SYSTEM,CWS,GW,GW,264,75,other_water_systems
1241,CA2000573,18,10,10,0,0,1,1,1,0,0,THE VILLAGE,CWS,GW,GW,40,21,other_water_systems
1242,CA2000589,1,1,0,8,7,1,1,0,1,1,MAMMOTH POOL MOBILE HOME PARK,CWS,GW,GW,30,33,other_water_systems
1243,CA2000592,19,19,18,8,5,1,1,1,1,1,TWO TWENTY FOUR MOBILE HOME PK,CWS,GW,GW,35,15,other_water_systems
1244,CA2000593,0,0,0,0,0,0,0,0,0,0,OAKHURST MOBILE HOME ESTATES,CWS,GW,GW,138,116,other_water_systems
1245,CA2000595,0,0,0,50,50,0,0,0,1,1,MADERA MH & RV PARK,CWS,GW,GW,450,99,other_water_systems
1246,CA2000597,0,0,0,0,0,0,0,0,0,0,DAIRYLAND SCHOOL,NTNCWS,GW,GW,253,8,other_water_systems
1247,CA2000598,0,0,0,0,0,0,0,0,0,0,ALVIEW SCHOOL,NTNCWS,GW,GW,177,1,other_water_systems
1248,CA2000600,0,0,0,0,0,0,0,0,0,0,HOWARD ELEMENTARY SCHOOL,NTNCWS,GW,GW,618,7,other_water_systems
1249,CA2000601,0,0,0,0,0,0,0,0,0,0,LA VINA SCHOOL,NTNCWS,GW,GW,267,7,other_water_systems
1250,CA2000602,11,11,11,4,4,1,1,1,1,1,RIPPERDAN COMMUNITY DAY SCHOOL,NTNCWS,GW,GW,66,4,other_water_systems
1251,CA2000605,1,1,1,0,0,1,1,1,0,0,WHISPERING PINES MHP,CWS,GW,GW,38,30,other_water_systems
1252,CA2000607,0,0,0,1,1,0,0,0,1,1,SPRING VALLEY SCHOOL,NTNCWS,GW,GW,150,10,other_water_systems
1253,CA2000608,3,1,0,1,0,1,1,0,1,0,WILDWOOD MOBILE HOME PK INC,CWS,GW,GW,106,68,other_water_systems
1254,CA2000611,0,0,0,2,2,0,0,0,1,1,COARSEGOLD SCHOOL,NTNCWS,GW,GW,441,11,other_water_systems
1255,CA2000612,5,5,4,4,3,1,1,1,1,1,NORTH FORK ELEMENTARY SCHOOL,NTNCWS,GW,GW,500,18,other_water_systems
1256,CA2000616,0,0,0,2,0,0,0,0,1,0,WASUMA SCHOOL,NTNCWS,GW,GW,354,5,other_water_systems
1257,CA2000619,0,0,0,2,2,0,0,0,1,1,COLD SPRING GRANITE CO RAYMOND,NTNCWS,GW,GW,43,5,other_water_systems
1258,CA2000641,0,0,0,0,0,0,0,0,0,0,ALMADEN - MADERA,NTNCWS,GW,GW,60,3,other_water_systems
1259,CA2000647,3,1,0,30,24,1,1,0,1,1,JOHN HOVANNISIAN WATER SYSTEM,CWS,GW,GW,80,18,other_water_systems
1260,CA2000655,0,0,0,0,0,0,0,0,0,0,BALTIMORE AIRCOIIL COMPANY,NTNCWS,GW,GW,280,1,other_water_systems
1261,CA2000659,4,4,4,6,2,1,1,1,1,1,CBUSO MISSION BELL,NTNCWS,GW,GW,450,20,other_water_systems
1262,CA2000660,0,0,0,0,0,0,0,0,0,0,"ARDAGH GLASS, INC",NTNCWS,GW,GW,384,4,other_water_systems
1263,CA2000672,0,0,0,0,0,0,0,0,0,0,US HORTICULTURE LLC,NTNCWS,GW,GW,73,8,other_water_systems
1264,CA2000681,1,1,1,0,0,1,1,1,0,0,CERTAINTEED LLC,NTNCWS,GW,GW,170,1,other_water_systems
1265,CA2000682,0,0,0,0,0,0,0,0,0,0,AZTECA MILLING LP VALLEY GRAIN,NTNCWS,GW,GW,99,7,other_water_systems
1266,CA2000688,2,1,1,3,3,1,1,1,1,1,ECCO,CWS,GW,GW,100,20,other_water_systems
1267,CA2000690,40,28,28,5,5,1,1,1,1,1,MD 73 QUARTZ MOUNTAIN,CWS,GW,GW,375,127,other_water_systems
1268,CA2000692,0,0,0,2,2,0,0,0,1,1,MD 95 RANCHOS WEST,CWS,GW,GW,150,27,other_water_systems
1269,CA2000695,0,0,0,0,0,0,0,0,0,0,MADERA COMMUNITY COLLEGE,NTNCWS,GW,GW,750,5,other_water_systems
1270,CA2000724,0,0,0,2,2,0,0,0,1,1,SA 14 CHUK CHANSE SUBDIVISION,CWS,GW,GW,100,31,other_water_systems
1271,CA2000727,0,0,0,1,1,0,0,0,1,1,MD 36 EASTIN ARCOLA,CWS,GW,GW,84,16,other_water_systems
1272,CA2000728,0,0,0,2,2,0,0,0,1,1,MD 37 LA VINA,CWS,GW,GW,350,100,other_water_systems
1273,CA2000729,16,16,16,2,2,1,1,1,1,1,MADERA CO SA16 SUMNER HILL,CWS,SW,SW,135,41,other_water_systems
1274,CA2000733,1,1,1,0,0,1,1,1,0,0,PG&E OAKHURST SERVICE CENTER,NTNCWS,GW,GW,40,1,other_water_systems
1275,CA2000737,30,30,30,4,4,1,1,1,1,1,MD 42 STILL MEADOW,CWS,GW,GW,100,34,other_water_systems
1276,CA2000757,0,0,0,2,2,0,0,0,1,1,MD 63 MEADOW SPRINGS RANCH,CWS,GW,GW,300,87,other_water_systems
1277,CA2000760,0,0,0,0,0,0,0,0,0,0,DIXIELAND ELEMENTARY SCHOOL,NTNCWS,GW,GW,316,4,other_water_systems
1278,CA2000775,1,0,0,0,0,1,0,0,0,0,OAK CREEK MOBILE HOME PARK,CWS,GW,GW,370,198,other_water_systems
1279,CA2000794,0,0,0,0,0,0,0,0,0,0,B K LIGHTING INC,NTNCWS,GW,GW,90,2,other_water_systems
1280,CA2000800,1,1,1,0,0,1,1,1,0,0,MARQUEZ RENTAL,CWS,GW,GW,50,22,other_water_systems
1281,CA2000828,13,13,13,9,9,1,1,1,1,1,SHADY OAKS MOBILE HOME PARK LLC,CWS,GW,GW,23,21,other_water_systems
1282,CA2000832,0,0,0,0,0,0,0,0,0,0,SKP PARK OF THE SIERRAS INC,CWS,GW,GW,450,254,other_water_systems
1283,CA2000840,1,1,0,1,0,1,1,0,1,0,KIDZ CAN 2,NTNCWS,GW,GW,48,1,other_water_systems
1284,CA2000843,0,0,0,1,1,0,0,0,1,1,PONDEROSA TELEPHONE-SERVICE CT,NTNCWS,GW,GW,46,2,other_water_systems
1285,CA2000844,0,0,0,0,0,0,0,0,0,0,RIVERGOLD ELEMENTARY SCHOOL,NTNCWS,GW,GW,485,9,other_water_systems
1286,CA2000846,0,0,0,5,3,0,0,0,1,1,SIERRA VIEW SCHOOL,NTNCWS,GW,GW,250,23,other_water_systems
1287,CA2000848,0,0,0,0,0,0,0,0,0,0,BLACKHAWK CENTER WATER SYSTEM,NTNCWS,GW,GW,143,3,other_water_systems
1288,CA2000849,0,0,0,1,1,0,0,0,1,1,MD 60 DILLON ESTATES,CWS,GW,GW,150,38,other_water_systems
1289,CA2000851,54,44,44,2,2,1,1,1,1,1,MD 40 SUNSET RIDGE ESTATES,CWS,GW,GW,150,27,other_water_systems
1290,CA2000855,0,0,0,0,0,0,0,0,0,0,LAMANUZZI  PANTALEO CS  DEHY,NTNCWS,GW,GW,125,21,other_water_systems
1291,CA2000865,22,15,15,4,4,1,1,1,1,1,MD 58 SIERRA HIGHLANDS,CWS,GW,GW,75,25,other_water_systems
1292,CA2000866,11,11,11,1,1,1,1,1,1,1,AGRILAND FARMING,NTNCWS,GW,GW,60,4,other_water_systems
1293,CA2000920,15,15,15,10,6,1,1,1,1,1,SAN JOAQUIN WINE COMPANY,NTNCWS,GW,GW,90,5,other_water_systems
1294,CA2000947,0,0,0,3,3,0,0,0,1,1,MINARETS HIGH SCHOOL,NTNCWS,GW,GW,450,17,other_water_systems
1295,CA2000951,9,9,9,5,5,1,1,1,1,1,SWS LAND DEVELOPMENT INC,NTNCWS,GW,GW,529,2,other_water_systems
1296,CA2000953,0,0,0,0,0,0,0,0,0,0,NORTH FORK COMMUNITY DEVELOPMENT COUNCIL,NTNCWS,GW,GW,25,4,other_water_systems
1297,CA2000955,0,0,0,0,0,0,0,0,0,0,PG&E GREGG SUBSTATION AND GC YARD,NTNCWS,GW,GW,29,5,other_water_systems
1298,CA2000956,9,9,9,6,6,1,1,1,1,1,QUADY RESIDENCE AND WNERY,NTNCWS,GW,GW,32,3,other_water_systems
1299,CA2000961,1,1,1,0,0,1,1,1,0,0,TALLEY TRANSPORTATION INC,NTNCWS,GW,GW,35,3,other_water_systems
1300,CA2010001,0,0,0,0,0,0,0,0,0,0,CHOWCHILLA CITY WATER DEPT,CWS,GW,GW,13576,4185,other_water_systems
1301,CA2010002,0,0,0,0,0,0,0,0,0,0,CITY OF MADERA,CWS,GW,GW,65074,15112,carceral_serving_water_system
1302,CA2010003,0,0,0,0,0,0,0,0,0,0,BASS LAKE WATER COMPANY,CWS,SW,SW,4527,1013,other_water_systems
1303,CA2010004,0,0,0,0,0,0,0,0,0,0,MADERA CO CMD19-PARKWOOD,CWS,GW,GW,1637,496,other_water_systems
1304,CA2010005,13,13,12,12,2,1,1,1,1,1,YOSEMITE SPRING PARK UTIL CO,CWS,GW,GW,6448,1970,other_water_systems
1305,CA2010006,0,0,0,0,0,0,0,0,0,0,MADERA CO SA3-PARKSDALE,CWS,GW,GW,1789,542,other_water_systems
1306,CA2010007,0,0,0,0,0,0,0,0,0,0,CAL AM - OAKHURST,CWS,GW,GW,3412,1034,other_water_systems
1307,CA2010008,3,0,0,0,0,1,0,0,0,0,MADERA CO MD10A-MADERA RANCHOS,CWS,GW,GW,3172,945,other_water_systems
1308,CA2010009,1,1,0,1,0,1,1,0,1,0,BAKMAN WATER-ROLLING HILLS,CWS,GW,GW,1107,344,other_water_systems
1309,CA2010010,0,0,0,0,0,0,0,0,0,0,MADERA VALLEY WATER COMPANY,CWS,GW,GW,6428,1950,other_water_systems
1310,CA2010011,0,0,0,1,1,0,0,0,1,1,MADERA CO SA1-INDIAN LAKES,CWS,GW,GW,1562,473,other_water_systems
1311,CA2010012,0,0,0,0,0,0,0,0,0,0,CAL AM - RAYMOND,CWS,GW,GW,320,97,other_water_systems
1312,CA2010013,0,0,0,0,0,0,0,0,0,0,CAL AM - COARSEGOLD,CWS,GW,GW,83,25,other_water_systems
1313,CA2010014,0,0,0,0,0,0,0,0,0,0,CAL AM - GOLDSIDE,CWS,GW,GW,1026,311,other_water_systems
1314,CA2010015,0,0,0,0,0,0,0,0,0,0,WP&A-FIREBAUGH WATER SYSTEM,NTNCWS,SW,SW,303,10,other_water_systems
1315,CA2010016,1,1,0,1,0,1,1,0,1,0,RIVERSTONE/ROOTCREEK WATER DISTRICT,CWS,GW,GW,5507,1772,other_water_systems
1316,CA2010017,0,0,0,0,0,0,0,0,0,0,"TESORO VIEJO MASTER MWC, INC.",CWS,SW,SW,2640,853,other_water_systems
1317,CA2010018,0,0,0,0,0,0,0,0,0,0,PRESERVE AT MILLERTON LAKE WATER SYSTEM,CWS,GW,GW,600,243,other_water_systems
1318,CA2010800,0,0,0,0,0,0,0,0,0,0,CENTRAL CA WOMENS FACILITY,CWS,GW,GW,2256,656,carceral_water_system
1319,CA2010801,0,0,0,0,0,0,0,0,0,0,VALLEY STATE PRISON,CWS,GW,GW,3147,74,carceral_water_system
1320,CA2100508,0,0,0,0,0,0,0,0,0,0,MUIR BEACH COMMUNITY,CWS,GW,GW,336,162,other_water_systems
1321,CA2100519,2,2,2,0,0,1,1,1,0,0,ESTERO MUTUAL,CWS,SW,SW,206,145,other_water_systems
1322,CA2100527,0,0,0,0,0,0,0,0,0,0,MARIN FRENCH CHEESE CO,NTNCWS,SW,SW,143,5,other_water_systems
1323,CA2100538,1,1,0,1,0,1,1,0,1,0,TOMALES HIGH SCHOOL,NTNCWS,GW,GW,227,2,other_water_systems
1324,CA2100545,0,0,0,0,0,0,0,0,0,0,WALKER CREEK RANCH EDUCATIONAL CENTER,NTNCWS,GW,GW,212,17,other_water_systems
1325,CA2100549,0,0,0,0,0,0,0,0,0,0,BLUE MOUNTAIN CENTER,CWS,GW,GW,35,10,other_water_systems
1326,CA2100565,1,1,0,1,0,1,1,0,1,0,GREEN GULCH FARM,CWS,SW,GU,75,17,other_water_systems
1327,CA2100566,0,0,0,8,8,0,0,0,1,1,SKYWALKER RANCH,NTNCWS,GW,GW,250,21,other_water_systems
1328,CA2100579,1,1,1,2,2,1,1,1,1,1,NICASIO VALLEY RANCH MUTUAL,CWS,GW,GW,31,14,other_water_systems
1329,CA2100582,5,5,5,0,0,1,1,1,0,0,NICASIO SCHOOL,NTNCWS,SW,GU,40,5,other_water_systems
1330,CA2100584,0,0,0,0,0,0,0,0,0,0,MCEVOY RANCH WATER SYSTEM,NTNCWS,SW,SW,66,8,other_water_systems
1331,CA2110001,0,0,0,0,0,0,0,0,0,0,INVERNESS PUBLIC UTILITY DIST,CWS,SW,SW,1445,518,other_water_systems
1332,CA2110002,0,0,0,0,0,0,0,0,0,0,MARIN MUNICIPAL WATER DISTRICT,CWS,SW,SW,186895,62255,carceral_serving_water_system
1333,CA2110003,0,0,0,0,0,0,0,0,0,0,NORTH MARIN WATER DISTRICT,CWS,SW,SW,61683,20468,other_water_systems
1334,CA2110004,0,0,0,1,1,0,0,0,1,1,STINSON BEACH COUNTY WTR DIST,CWS,SW,SW,583,742,other_water_systems
1335,CA2110005,0,0,0,0,0,0,0,0,0,0,BOLINAS COMMUNITY PUD,CWS,SW,SW,2483,587,other_water_systems
1336,CA2110006,0,0,0,0,0,0,0,0,0,0,NORTH MARIN WD - PT. REYES,CWS,GW,GW,1800,781,other_water_systems
1337,CA2110007,0,0,0,0,0,0,0,0,0,0,COAST SPRINGS - CAL. WATER SERVICE (PUC),CWS,SW,SW,390,251,other_water_systems
1338,CA2110008,0,0,0,2,2,0,0,0,1,1,LAWSON S LANDING,CWS,GW,GW,946,45,other_water_systems
1339,CA2110350,0,0,0,0,0,0,0,0,0,0,NPS GGNRA,CWS,SW,SWP,18447,227,other_water_systems
1340,CA2110502,0,0,0,0,0,0,0,0,0,0,NPS PRNS - BEACHES,CWS,GW,GW,1560,7,other_water_systems
1341,CA2204054,0,0,0,2,2,0,0,0,1,1,MCPR- WOODLAND PARK,NTNCWS,GW,GW,35,2,other_water_systems
1342,CA2210001,0,0,0,0,0,0,0,0,0,0,MARIPOSA PUBLIC UTILITY DIST,CWS,SW,SW,2000,683,carceral_serving_water_system
1343,CA2210002,0,0,0,0,0,0,0,0,0,0,PONDEROSA BASIN MUTUAL WTR CO,CWS,GW,GW,798,314,other_water_systems
1344,CA2210003,0,0,0,0,0,0,0,0,0,0,DELAWARE NORTH PARKS SERVICES AT TENAYA,NTNCWS,GW,GW,800,55,other_water_systems
1345,CA2210503,0,0,0,0,0,0,0,0,0,0,YOSEMITE NPS-YOSEMITE VALLEY,CWS,GW,GW,1000,235,other_water_systems
1346,CA2210510,0,0,0,0,0,0,0,0,0,0,YOSEMITE NPS-WAWONA,CWS,SW,SW,150,141,other_water_systems
1347,CA2210515,0,0,0,0,0,0,0,0,0,0,YOSEMITE NPS-EL PORTAL,CWS,GW,GW,635,226,other_water_systems
1348,CA2210851,0,0,0,0,0,0,0,0,0,0,CDF  & FP - MT. BULLION,CWS,GW,GW,60,9,carceral_water_system
1349,CA2210900,0,0,0,2,2,0,0,0,1,1,CEDAR LODGE RESORT,CWS,GW,GW,656,7,other_water_systems
1350,CA2210901,0,0,0,2,2,0,0,0,1,1,MPWD-COULTERVILLE CSA 1,CWS,GW,GW,193,77,other_water_systems
1351,CA2210903,0,0,0,1,1,0,0,0,1,1,FISHCAMP MUTUAL WATER COMPANY,CWS,GW,GW,275,75,other_water_systems
1352,CA2210905,0,0,0,0,0,0,0,0,0,0,"MCCLURE BOAT CLUB, INC.",CWS,SW,SW,286,66,other_water_systems
1353,CA2210906,1,1,0,1,0,1,1,0,1,0,MARIPOSA PINES MUTUAL,CWS,GW,GW,284,87,other_water_systems
1354,CA2210907,0,0,0,0,0,0,0,0,0,0,MUSD - SIERRA FOOTHILL CHARTER SCHOOL,NTNCWS,SW,SWP,156,2,other_water_systems
1355,CA2210908,0,0,0,0,0,0,0,0,0,0,MUSD -COULTERVILLE - GREELEY HILL SCHOOL,NTNCWS,GW,GW,58,1,other_water_systems
1356,CA2210909,0,0,0,0,0,0,0,0,0,0,MUSD - MARIPOSA JUNIOR HIGH SCHOOL,NTNCWS,GW,GW,114,20,other_water_systems
1357,CA2210910,0,0,0,0,0,0,0,0,0,0,MUSD - WOODLAND ELEMENTARY SCHOOL,NTNCWS,GW,GW,510,23,other_water_systems
1358,CA2210918,1,1,0,1,0,1,1,0,1,0,TAVIS CORPORATION,NTNCWS,GW,GW,50,5,other_water_systems
1359,CA2210924,0,0,0,0,0,0,0,0,0,0,YOSEMITE WEST WATER SYSTEM,CWS,GW,GW,420,185,other_water_systems
1360,CA2210925,11,3,2,2,1,1,1,1,1,1,YOSEMITE TERRACE ESTATES,CWS,GW,GW,130,53,other_water_systems
1361,CA2210926,0,0,0,1,1,0,0,0,1,1,YOSEMITE VIEW LODGE,NTNCWS,GW,GW,750,8,other_water_systems
1362,CA2210937,0,0,0,0,0,0,0,0,0,0,MARIPOSA COUNTY PUBLIC WORKS DEPARTMENT,NTNCWS,GW,GW,55,6,other_water_systems
1363,CA2300502,0,0,0,2,2,0,0,0,1,1,ALBION MUTUAL WATER COMPANY,CWS,GW,GW,56,27,other_water_systems
1364,CA2300506,0,0,0,2,2,0,0,0,1,1,MEADOW ESTATES MUTUAL,CWS,GW,GW,100,35,other_water_systems
1365,CA2300507,0,0,0,0,0,0,0,0,0,0,CALPELLA COUNTY WATER DISTRICT,CWS,SW,SWP,548,185,other_water_systems
1366,CA2300514,1,1,0,5,0,1,1,0,1,0,ELK COUNTY WATER DISTRICT,CWS,SW,GU,380,99,other_water_systems
1367,CA2300541,1,1,1,0,0,1,1,1,0,0,HERITAGE HOUSE,NTNCWS,SW,SW,50,66,other_water_systems
1368,CA2300545,0,0,0,2,2,0,0,0,1,1,SHORELANDS ROAD & WATER COMPANY,CWS,GW,GW,78,47,other_water_systems
1369,CA2300584,0,0,0,0,0,0,0,0,0,0,MENDOCINO SCHOOL DISTRICT- MENDOCINO,NTNCWS,GW,GW,579,15,other_water_systems
1370,CA2300590,6,6,6,0,0,1,1,1,0,0,SURFWOOD MUTUAL WATER CORPORATION,CWS,SW,SW,160,107,other_water_systems
1371,CA2300591,0,0,0,2,2,0,0,0,1,1,PINE MOUNTAIN MUTUAL WATER CO.,CWS,SW,SW,310,124,other_water_systems
1372,CA2300596,0,0,0,0,0,0,0,0,0,0,BIG RIVER VISTA MUTUAL WATER COMPANY,CWS,GW,GW,36,19,other_water_systems
1373,CA2300604,0,0,0,0,0,0,0,0,0,0,POINT OF VIEW MUTUAL WATER CO,CWS,GW,GW,56,31,other_water_systems
1374,CA2300605,0,0,0,2,2,0,0,0,1,1,RIVER ESTATES MUTUAL WATER COMPANY,CWS,GW,GW,250,83,other_water_systems
1375,CA2300606,0,0,0,11,6,0,0,0,1,1,LAKE VIEW MUTUAL WATER CO.,CWS,GW,GW,90,29,other_water_systems
1376,CA2300609,0,0,0,0,0,0,0,0,0,0,SEAFAIR ROAD AND WATER COMPANY,CWS,GW,GW,50,31,other_water_systems
1377,CA2300610,0,0,0,0,0,0,0,0,0,0,CASPAR SOUTH SERVICE COMPANY,CWS,SW,GU,188,95,other_water_systems
1378,CA2300617,0,0,0,0,0,0,0,0,0,0,LITTLE RIVER INN,NTNCWS,GW,GW,95,1,other_water_systems
1379,CA2300628,0,0,0,0,0,0,0,0,0,0,MENDOCINO HOTEL,NTNCWS,GW,GW,50,1,other_water_systems
1380,CA2300634,0,0,0,0,0,0,0,0,0,0,OCEAN'S EDGE ESTATES,CWS,GW,GW,250,71,other_water_systems
1381,CA2300644,1,1,1,1,0,1,1,1,1,0,WOODSIDE RV PARK,CWS,SW,GU,280,78,other_water_systems
1382,CA2300646,0,0,0,0,0,0,0,0,0,0,BELLA SHORES MOBILE HOME PARK,CWS,GW,GW,80,60,other_water_systems
1383,CA2300663,0,0,0,5,4,0,0,0,1,1,BRANSCOMB MOBILE HOME PARK,CWS,SW,SW,42,14,other_water_systems
1384,CA2300667,0,0,0,0,0,0,0,0,0,0,"WOODS, THE (MENDOCINO)",CWS,GW,GW,157,115,other_water_systems
1385,CA2300668,0,0,0,0,0,0,0,0,0,0,POINT CABRILLO HIGHLANDS,CWS,GW,GW,42,21,other_water_systems
1386,CA2300705,0,0,0,1,1,0,0,0,1,1,LITTLE LAKE MOBILE HOME PARK,CWS,GW,GW,38,20,other_water_systems
1387,CA2300708,0,0,0,0,0,0,0,0,0,0,RIDGEWOOD WATER SYSTEM,CWS,SW,GU,235,167,other_water_systems
1388,CA2300717,1,1,0,1,0,1,1,0,1,0,CREEKSIDE CABINS & RV RESORT,CWS,GW,GW,124,55,other_water_systems
1389,CA2300730,0,0,0,0,0,0,0,0,0,0,WESTPORT COUNTY WATER DISTRICT,CWS,SW,SW,369,78,other_water_systems
