,pwsid,health_5yr_count,health_5yr_count_no2ndary_mcl,health_5yr_count_no_2ndary_or_lsl,mr_5yr_count,mon_only_5yr_count,health_5yr_binary,health_5yr_no2ndary_mcl_binary,health_5yr_no2ndary_or_lsl_binary,mr_5yr_binary,mon_only_5yr_binary,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys
1390,CA2300731,1,1,0,1,0,1,1,0,1,0,"CITY OF 10,000 BUDDHAS",CWS,GW,GW,400,50,other_water_systems
1391,CA2300735,0,0,0,2,2,0,0,0,1,1,HOLLY RANCH VILLAGE,CWS,GW,GW,50,19,other_water_systems
1392,CA2300743,0,0,0,0,0,0,0,0,0,0,DOLPHIN ISLE MARINA,CWS,GW,GW,560,86,other_water_systems
1393,CA2300755,1,1,1,0,0,1,1,1,0,0,POTTER VALLEY SCHOOL DISTRICT,NTNCWS,GW,GW,309,36,other_water_systems
1394,CA2300764,0,0,0,0,0,0,0,0,0,0,ANDERSON VALLEY HIGH SCHOOL,NTNCWS,GW,GW,300,8,other_water_systems
1395,CA2300770,0,0,0,0,0,0,0,0,0,0,ANDERSON VALLEY ELEMENTARY SCHOOL,NTNCWS,GW,GW,350,11,other_water_systems
1396,CA2300785,0,0,0,3,3,0,0,0,1,1,LEGGETT VALLEY SCHOOL,NTNCWS,GW,GW,100,5,other_water_systems
1397,CA2300802,0,0,0,0,0,0,0,0,0,0,HARVEST AT MENDOSAS,NTNCWS,SW,GU,45,3,other_water_systems
1398,CA2300804,0,0,0,0,0,0,0,0,0,0,GREEN REAL ESTATE ENTERPRISES LLC,NTNCWS,GW,GW,108,5,other_water_systems
1399,CA2300826,0,0,0,0,0,0,0,0,0,0,MANCHESTER UNION ELEMENTARY SCHOOL,NTNCWS,GW,GW,75,1,other_water_systems
1400,CA2300829,0,0,0,0,0,0,0,0,0,0,ROUND VALLEY HIGH SCHOOL,NTNCWS,GW,GW,186,1,other_water_systems
1401,CA2300830,0,0,0,1,0,0,0,0,1,0,ROUND VALLEY ELEMENTARY SCHOOL,NTNCWS,GW,GW,289,1,other_water_systems
1402,CA2300832,0,0,0,0,0,0,0,0,0,0,HILLS RANCH MUTUAL WATER COMPANY,CWS,GW,GW,79,48,other_water_systems
1403,CA2300837,1,1,0,2,1,1,1,0,1,1,YOKAYO TRIBE OF INDIANS,CWS,GW,GW,75,23,other_water_systems
1404,CA2300838,0,0,0,0,0,0,0,0,0,0,FLIGHT RIDGE,NTNCWS,GW,GW,206,7,other_water_systems
1405,CA2300846,0,0,0,0,0,0,0,0,0,0,MENDOCINO SCHOOL DISTRICT-ALBION SCHOOL,NTNCWS,GW,GW,25,2,other_water_systems
1406,CA2300847,1,1,0,1,0,1,1,0,1,0,WHALE GULCH SCHOOL,NTNCWS,SW,SW,60,1,other_water_systems
1407,CA2300852,0,0,0,0,0,0,0,0,0,0,FETZER VINEYARDS,NTNCWS,GW,GW,136,13,other_water_systems
1408,CA2300863,0,0,0,0,0,0,0,0,0,0,EEL RIVER CHARTER SCHOOL,NTNCWS,GW,GW,73,1,other_water_systems
1409,CA2300874,0,0,0,6,1,0,0,0,1,1,MONTESSORI DEL MAR LEARNING CENTER,NTNCWS,GW,GW,50,3,other_water_systems
1410,CA2300879,0,0,0,0,0,0,0,0,0,0,RAY'S STATION WINERY,NTNCWS,GW,GW,171,3,other_water_systems
1411,CA2300892,0,0,0,0,0,0,0,0,0,0,COVELO MOBILE HOME PARK,CWS,GW,GW,30,30,other_water_systems
1412,CA2300901,0,0,0,0,0,0,0,0,0,0,ANDERSON VALLEY BREWING COMPANY,NTNCWS,GW,GW,152,4,other_water_systems
1413,CA2300906,0,0,0,0,0,0,0,0,0,0,I & E  LATH MILL,NTNCWS,GW,GW,31,1,other_water_systems
1414,CA2300907,0,0,0,0,0,0,0,0,0,0,ROEDERER ESTATE WINERY,NTNCWS,GW,GW,25,2,other_water_systems
1415,CA2301010,0,0,0,0,0,0,0,0,0,0,MENDOCINO PRESBYTERIAN CHURCH,NTNCWS,GW,GW,90,3,other_water_systems
1416,CA2310001,1,1,0,1,0,1,1,0,1,0,"FORT BRAGG, CITY OF",CWS,SW,SW,6983,2869,other_water_systems
1417,CA2310002,0,0,0,2,2,0,0,0,1,1,ROGINA WATER COMPANY INC.,CWS,GW,GW,2554,1001,other_water_systems
1418,CA2310003,0,0,0,0,0,0,0,0,0,0,"UKIAH, CITY OF",CWS,SW,SW,16607,4940,carceral_serving_water_system
1419,CA2310004,0,0,0,0,0,0,0,0,0,0,"WILLITS, CITY OF",CWS,SW,SW,6175,2393,other_water_systems
1420,CA2310005,0,0,0,3,2,0,0,0,1,1,WILLOW COUNTY WATER DISTRICT,CWS,SW,SWP,3797,1079,other_water_systems
1421,CA2310006,0,0,0,0,0,0,0,0,0,0,MILLVIEW COUNTY WATER DISTRICT,CWS,SW,SW,5500,1715,other_water_systems
1422,CA2310007,0,0,0,0,0,0,0,0,0,0,NORTH GUALALA WATER COMPANY,CWS,SW,SW,2593,1060,other_water_systems
1423,CA2310008,0,0,0,0,0,0,0,0,0,0,REDWOOD VALLEY COUNTY WATER DISTRICT,CWS,SW,SW,5200,1317,other_water_systems
1424,CA2310009,0,0,0,0,0,0,0,0,0,0,BROOKTRAILS TOWNSHIP CSD,CWS,SW,SW,3632,1554,other_water_systems
1425,CA2310010,0,0,0,4,2,0,0,0,1,1,HOPLAND PUBLIC UTILITY DISTRICT,CWS,GW,GW,1076,327,other_water_systems
1426,CA2310011,0,0,0,0,0,0,0,0,0,0,LAYTONVILLE COUNTY WATER DISTRICT,CWS,GW,GW,1152,419,other_water_systems
1427,CA2310012,1,1,0,1,0,1,1,0,1,0,IRISH BEACH WATER DISTRICT,CWS,SW,SW,254,206,other_water_systems
1428,CA2310013,0,0,0,1,1,0,0,0,1,1,POINT ARENA WATER WORKS,CWS,GW,GW,667,202,other_water_systems
1429,CA2310800,0,0,0,0,0,0,0,0,0,0,CDF-PARLIN FORK CONSERVATION CAMP,NTNCWS,SW,SW,120,8,carceral_water_system
1430,CA2310801,0,0,0,2,2,0,0,0,1,1,CDF-CHAMBERLAIN CREEK CONSERVATION CAMP,NTNCWS,SW,SW,110,12,other_water_systems
1431,CA2400011,24,24,24,0,0,1,1,1,0,0,DOLE ATWATER PLANT,NTNCWS,GW,GW,1500,2,other_water_systems
1432,CA2400013,4,4,4,0,0,1,1,1,0,0,SENSIENT NATURAL INGREDIENTS LLC,NTNCWS,GW,GW,350,4,other_water_systems
1433,CA2400046,1,1,0,1,0,1,1,0,1,0,BLACK RASCAL WATER COMPANY,CWS,GW,GW,367,131,other_water_systems
1434,CA2400051,0,0,0,0,0,0,0,0,0,0,LIBERTY PACKING COMPANY LLC,NTNCWS,GW,GW,1020,4,other_water_systems
1435,CA2400053,0,0,0,2,1,0,0,0,1,1,EL NIDO MOBILE HOME PARK,CWS,GW,GW,137,50,other_water_systems
1436,CA2400055,0,0,0,0,0,0,0,0,0,0,"SAPUTO DAIRY FOODS USA, LLC",NTNCWS,GW,GW,320,1,other_water_systems
1437,CA2400062,0,0,0,3,3,0,0,0,1,1,SNELLING MERCED FALLS SCHOOL,NTNCWS,GW,GW,67,4,other_water_systems
1438,CA2400064,0,0,0,1,1,0,0,0,1,1,MERQUIN ELEMENTARY SCHOOL,NTNCWS,GW,GW,284,2,other_water_systems
1439,CA2400065,5,5,5,0,0,1,1,1,0,0,PLAINSBURG ELEMENTARY SCHOOL,NTNCWS,GW,GW,122,5,other_water_systems
1440,CA2400066,1,1,0,1,0,1,1,0,1,0,PLANADA ELEMENTARYSCHOOL,NTNCWS,GW,GW,567,1,other_water_systems
1441,CA2400071,0,0,0,0,0,0,0,0,0,0,WASHINGTON SCHOOL,NTNCWS,GW,GW,330,6,other_water_systems
1442,CA2400075,0,0,0,0,0,0,0,0,0,0,EL NIDO ELEMENTARY SCHOOL,NTNCWS,GW,GW,219,2,other_water_systems
1443,CA2400076,0,0,0,0,0,0,0,0,0,0,HOPETON SCHOOL,NTNCWS,GW,GW,42,3,other_water_systems
1444,CA2400078,0,0,0,0,0,0,0,0,0,0,TURLOCK GOLF & COUNTRY CLUB,NTNCWS,GW,GW,350,7,other_water_systems
1445,CA2400079,24,24,24,0,0,1,1,1,0,0,MCSWAIN ELEMENTARY SCHOOL,NTNCWS,GW,GW,1055,26,other_water_systems
1446,CA2400084,18,18,18,0,0,1,1,1,0,0,EVERGREEN MOBILE HOME PARK,CWS,GW,GW,36,11,other_water_systems
1447,CA2400091,1,1,1,0,0,1,1,1,0,0,CHARLESTON SCHOOL,NTNCWS,GW,GW,325,1,other_water_systems
1448,CA2400097,6,6,6,0,0,1,1,1,0,0,CRESSEY SCHOOL,NTNCWS,GW,GW,155,7,other_water_systems
1449,CA2400099,10,10,10,0,0,1,1,1,0,0,GRACE MENNONITE SCHOOL,NTNCWS,GW,GW,100,2,other_water_systems
1450,CA2400113,14,14,14,0,0,1,1,1,0,0,SCHELBY SCHOOL,NTNCWS,GW,GW,290,9,other_water_systems
1451,CA2400122,0,0,0,5,5,0,0,0,1,1,LONGVIEW MENNONITE SCHOOL,NTNCWS,GW,GW,120,1,other_water_systems
1452,CA2400128,1,1,0,6,2,1,1,0,1,1,COUNTRY CLUB COUNTY WD,CWS,GW,GW,64,23,other_water_systems
1453,CA2400134,0,0,0,2,0,0,0,0,1,0,BUHACH PRESCHOOL (KINDERCARE),NTNCWS,GW,GW,118,3,other_water_systems
1454,CA2400139,0,0,0,0,0,0,0,0,0,0,YOSEMITE WHOLESALE,NTNCWS,GW,GW,285,3,other_water_systems
1455,CA2400148,0,0,0,0,0,0,0,0,0,0,MERCED ADVENTIST CHURCH WATER SYS.,NTNCWS,GW,GW,153,4,other_water_systems
1456,CA2400154,0,0,0,0,0,0,0,0,0,0,INGOMAR PACKING,NTNCWS,GW,GW,685,4,other_water_systems
1457,CA2400162,7,7,7,0,0,1,1,1,0,0,HUGHSON NUT INC. - LIVINGSTON,NTNCWS,GW,GW,146,8,other_water_systems
1458,CA2400165,0,0,0,1,0,0,0,0,1,0,FOSTER FARMS DELHI FEEDMILL COLLIER ROAD,NTNCWS,GW,GW,248,2,other_water_systems
1459,CA2400166,0,0,0,0,0,0,0,0,0,0,FOSTER FARMS CHICKEN LIVEHAUL (SYCAMORE,NTNCWS,GW,GW,103,1,other_water_systems
1460,CA2400167,18,18,18,0,0,1,1,1,0,0,BALLICO CSD,CWS,GW,GW,238,73,other_water_systems
1461,CA2400169,0,0,0,0,0,0,0,0,0,0,E & J GALLO WINERY,NTNCWS,GW,GW,288,6,other_water_systems
1462,CA2400170,0,0,0,0,0,0,0,0,0,0,HILMAR CHEESE COMPANY,NTNCWS,GW,GW,1629,4,other_water_systems
1463,CA2400172,0,0,0,4,4,0,0,0,1,1,JOHN LATORACCA CORRECTIONAL FACILITY,CWS,GW,GW,800,12,carceral_water_system
1464,CA2400175,0,0,0,0,0,0,0,0,0,0,THE MORNING STAR PACKING COMPANY,NTNCWS,GW,GW,650,7,other_water_systems
1465,CA2400196,0,0,0,0,0,0,0,0,0,0,HENRY MILLER RECLAMATION DISTRICT,NTNCWS,GW,GW,43,10,other_water_systems
1466,CA2400200,0,0,0,1,0,0,0,0,1,0,SAN JOAQUIN VALLEY NATIONAL CEMETERY,NTNCWS,SW,SW,30,4,other_water_systems
1467,CA2400201,1,1,0,2,1,1,1,0,1,1,VOLTA COMMUNITY SD,CWS,GW,GW,406,44,other_water_systems
1468,CA2400206,0,0,0,1,1,0,0,0,1,1,JOSEPH GALLO CHEESE CO.,NTNCWS,GW,GW,407,4,other_water_systems
1469,CA2400209,2,2,2,0,0,1,1,1,0,0,SAN LUIS HILLS,CWS,SW,SW,779,65,other_water_systems
1470,CA2400211,0,0,0,0,0,0,0,0,0,0,RYEL FAMILY TRUST,NTNCWS,GW,GW,54,4,other_water_systems
1471,CA2400216,0,0,0,0,0,0,0,0,0,0,CAL TRANS CHP CHOWCHILLA RIVER FACILITY,NTNCWS,GW,GW,25,1,other_water_systems
1472,CA2400218,6,6,6,1,0,1,1,1,1,0,FOSTER FARMS FERTILIZER PLANT,NTNCWS,GW,GW,25,1,other_water_systems
1473,CA2400219,0,0,0,0,0,0,0,0,0,0,MERCED NEW LIFE SCHOOL,NTNCWS,GW,GW,36,2,other_water_systems
1474,CA2400223,0,0,0,0,0,0,0,0,0,0,"MINTURN NUT CO., INC.",NTNCWS,GW,GW,130,2,other_water_systems
1475,CA2400226,0,0,0,0,0,0,0,0,0,0,HARRIS WOOLF ALMONDS-BALLICO,NTNCWS,GW,GW,65,3,other_water_systems
1476,CA2400231,0,0,0,1,1,0,0,0,1,1,"JOHN B. SANFILIPPO & SON, INC.",NTNCWS,GW,GW,120,1,other_water_systems
1477,CA2400232,17,17,17,0,0,1,1,1,0,0,"AV THOMAS PRODUCE, INC.",NTNCWS,GW,GW,206,4,other_water_systems
1478,CA2400248,0,0,0,0,0,0,0,0,0,0,YOSEMITE VALLEY BEEF PACKING CO INC,NTNCWS,GW,GW,56,5,other_water_systems
1479,CA2400255,0,0,0,0,0,0,0,0,0,0,CLASSIC YAM WATER SYSTEM,NTNCWS,GW,GW,114,4,other_water_systems
1480,CA2400329,0,0,0,0,0,0,0,0,0,0,HILLTOP RANCH-LOONEY ROAD,NTNCWS,GW,GW,45,3,other_water_systems
1481,CA2400330,0,0,0,0,0,0,0,0,0,0,HILLTOP RANCH - TURLOCK ROAD,NTNCWS,GW,GW,125,3,other_water_systems
1482,CA2400332,0,0,0,0,0,0,0,0,0,0,DASH DREAM PLANT,NTNCWS,GW,GW,34,3,other_water_systems
1483,CA2400335,14,14,14,2,1,1,1,1,1,1,OLIVARES FARMS WATER SYSTEM,NTNCWS,GW,GW,28,5,other_water_systems
1484,CA2400336,2,2,2,0,0,1,1,1,0,0,DOREVA PRODUCE,NTNCWS,GW,GW,56,8,other_water_systems
1485,CA2400339,0,0,0,0,0,0,0,0,0,0,SELECT HARVEST USA,NTNCWS,GW,GW,140,12,other_water_systems
1486,CA2400342,6,6,6,0,0,1,1,1,0,0,"SELECT HARVEST PARTNERS #1, LP",NTNCWS,GW,GW,60,3,other_water_systems
1487,CA2400343,3,3,3,0,0,1,1,1,0,0,GEMPERLE EGG RANCH,NTNCWS,GW,GW,55,3,other_water_systems
1488,CA2400345,3,3,3,0,0,1,1,1,0,0,JS WEST MILLING CO HILMAR RANCH,NTNCWS,GW,GW,67,3,other_water_systems
1489,CA2400347,0,0,0,0,0,0,0,0,0,0,CLAUSEN MEAT COMPANY,NTNCWS,GW,GW,50,3,other_water_systems
1490,CA2400348,0,0,0,0,0,0,0,0,0,0,CITY OF MERCED WWTP,NTNCWS,GW,GW,30,4,other_water_systems
1491,CA2410001,37,37,37,0,0,1,1,1,0,0,CITY OF ATWATER,CWS,GW,GW,29479,8400,carceral_serving_water_system
1492,CA2410002,17,17,17,1,1,1,1,1,1,1,CITY OF DOS PALOS,CWS,SW,SW,7452,2525,other_water_systems
1493,CA2410003,1,1,0,1,0,1,1,0,1,0,CITY OF GUSTINE,CWS,GW,GW,5945,1912,other_water_systems
1494,CA2410004,75,75,74,2,1,1,1,1,1,1,CITY OF LIVINGSTON,CWS,GW,GW,14894,3584,other_water_systems
1495,CA2410005,1,1,0,1,0,1,1,0,1,0,CITY OF LOS BANOS,CWS,GW,GW,47347,13484,other_water_systems
1496,CA2410006,0,0,0,0,0,0,0,0,0,0,DELHI CWD,CWS,GW,GW,7784,2423,other_water_systems
1497,CA2410007,1,1,0,1,0,1,1,0,1,0,PLANADA CSD,CWS,GW,GW,4164,1120,other_water_systems
1498,CA2410008,0,0,0,0,0,0,0,0,0,0,CAL AM - MEADOWBROOK,CWS,GW,GW,5656,1714,other_water_systems
1499,CA2410009,0,0,0,0,0,0,0,0,0,0,CITY OF MERCED,CWS,GW,GW,92058,24363,carceral_serving_water_system
1500,CA2410010,25,25,24,1,0,1,1,1,1,0,WINTON WATER & SANITARY DIST,CWS,GW,GW,9745,2719,other_water_systems
1501,CA2410011,6,6,5,1,0,1,1,1,1,0,LE GRAND COMM SERVICES DIST,CWS,GW,GW,1739,456,other_water_systems
1502,CA2410012,0,0,0,0,0,0,0,0,0,0,HILMAR COUNTY WATER DISTRICT,CWS,GW,GW,5504,1668,other_water_systems
1503,CA2410018,0,0,0,0,0,0,0,0,0,0,SANTA NELLA COUNTY WATER DISTRICT,CWS,SW,SW,2211,672,other_water_systems
1504,CA2410021,0,0,0,0,0,0,0,0,0,0,USFWS SAN LUIS NWR COMPLEX,NTNCWS,GW,GW,196,3,other_water_systems
1505,CA2410700,1,1,0,4,3,1,1,0,1,1,CASTLE AIRPORT,CWS,GW,GW,1650,134,other_water_systems
1506,CA2410950,4,4,4,0,0,1,1,1,0,0,DWR - SAN LUIS DIVISION O&M,NTNCWS,SW,SW,150,3,other_water_systems
1507,CA2500503,1,1,0,2,0,1,1,0,1,0,CALIFORNIA PINES C.S.D.,CWS,GW,GW,862,175,other_water_systems
1508,CA2500513,0,0,0,0,0,0,0,0,0,0,MODOC VINEYARD  ACADEMY,NTNCWS,GW,GW,53,1,other_water_systems
1509,CA2500547,0,0,0,0,0,0,0,0,0,0,MDF-ADIN RANGER STATION,NTNCWS,GW,GW,50,1,other_water_systems
1510,CA2500801,1,1,0,7,5,1,1,0,1,1,NEWELL COUNTY WATER DISTRICT,CWS,GW,GW,629,120,other_water_systems
1511,CA2500911,0,0,0,0,0,0,0,0,0,0,ISOT COMMUNITY WATER SYSTEM,CWS,GW,GW,118,55,other_water_systems
1512,CA2510001,1,1,0,2,0,1,1,0,1,0,CITY OF ALTURAS,CWS,GW,GW,2715,1481,carceral_serving_water_system
1513,CA2510002,0,0,0,2,0,0,0,0,1,0,CEDARVILLE COUNTY WATER DIST.,CWS,GW,GW,600,293,other_water_systems
1514,CA2510800,0,0,0,1,0,0,0,0,1,0,CAL FIRE-DEVIL'S GARDEN CAMP,NTNCWS,GW,GW,120,1,other_water_systems
1515,CA2600501,0,0,0,1,1,0,0,0,1,1,BIRCHIM COMMUNITY SERVICE DISTRICT,CWS,GW,GW,150,76,other_water_systems
1516,CA2600532,0,0,0,1,1,0,0,0,1,1,LUNDY MUTUAL WATER COMPANY,CWS,GW,GW,70,32,other_water_systems
1517,CA2600538,1,1,0,1,0,1,1,0,1,0,LOWER ROCK CREEK MUTUAL WATER CO.,CWS,GW,GW,310,112,other_water_systems
1518,CA2600546,0,0,0,0,0,0,0,0,0,0,CROWLEY LAKE MUTUAL WATER COMPANY,CWS,GW,GW,175,57,other_water_systems
1519,CA2600547,1,1,0,2,1,1,1,0,1,1,CROWLEY LAKE TRAILER PARK,CWS,GW,GW,230,108,other_water_systems
1520,CA2600568,0,0,0,0,0,0,0,0,0,0,EDNA BEAMAN ELEMENTARY SCHOOL,NTNCWS,GW,GW,26,3,other_water_systems
1521,CA2600570,0,0,0,0,0,0,0,0,0,0,COLEVILLE HIGH SCHOOL,NTNCWS,GW,GW,216,4,other_water_systems
1522,CA2600620,0,0,0,1,1,0,0,0,1,1,MOUNTAIN MEADOWS MWC,CWS,GW,GW,505,121,other_water_systems
1523,CA2600621,0,0,0,0,0,0,0,0,0,0,WHITE MOUNTAIN MUTUAL WATER COMPANY,CWS,GW,GW,142,43,other_water_systems
1524,CA2600622,11,11,10,1,0,1,1,1,1,0,SIERRA EAST HOA,CWS,GW,GW,84,30,other_water_systems
1525,CA2600624,0,0,0,0,0,0,0,0,0,0,MAMMOTH MOUNTAIN SKI AREA - OUTPOST 14,NTNCWS,GW,GW,7736,25,other_water_systems
1526,CA2600699,0,0,0,0,0,0,0,0,0,0,CHALFANT VALLEY WEST M.W.C.,CWS,GW,GW,45,15,other_water_systems
1527,CA2600714,0,0,0,2,2,0,0,0,1,1,WHEELER CREST CSD,CWS,GW,GW,86,43,other_water_systems
1528,CA2600733,0,0,0,0,0,0,0,0,0,0,COLD WATER CANYON MWC,CWS,GW,GW,65,20,other_water_systems
1529,CA2610001,0,0,0,0,0,0,0,0,0,0,MAMMOTH CWD,CWS,SW,SW,8234,3452,other_water_systems
1530,CA2610002,1,1,0,2,1,1,1,0,1,1,JUNE LAKE PUD VILLAGE,CWS,SW,SW,2763,294,other_water_systems
1531,CA2610003,1,1,0,3,2,1,1,0,1,1,BRIDGEPORT PUD,CWS,GW,GW,851,260,carceral_serving_water_system
1532,CA2610004,3,3,2,1,0,1,1,1,1,0,JUNE LAKE PUD - DOWN CANYON,CWS,SW,SW,2810,388,other_water_systems
1533,CA2610005,0,0,0,0,0,0,0,0,0,0,LEE VINING PUBLIC UTILITY DISTRICT,CWS,GW,GW,672,68,other_water_systems
1534,CA2610700,0,0,0,0,0,0,0,0,0,0,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,CWS,GW,GW,1200,30,other_water_systems
1535,CA2610701,0,0,0,0,0,0,0,0,0,0,USMC - HOUSING COLEVILLE,CWS,GW,GW,424,116,other_water_systems
1536,CA2700014,0,0,0,0,0,0,0,0,0,0,SPENCE RD CULTIVATION WS,NTNCWS,GW,GW,25,1,other_water_systems
1537,CA2700032,0,0,0,0,0,0,0,0,0,0,RIVERVIEW FARMS WS,NTNCWS,GW,GW,40,1,other_water_systems
1538,CA2700101,1,1,0,7,6,1,1,0,1,1,PACIFIC RESERVE NURSERY WS,NTNCWS,GW,GW,25,1,other_water_systems
1539,CA2700147,0,0,0,1,1,0,0,0,1,1,FLRISH FARMS WS,NTNCWS,GW,GW,150,10,other_water_systems
1540,CA2700156,0,0,0,4,4,0,0,0,1,1,ONITSUKA BROTHERS WS,NTNCWS,GW,GW,50,3,other_water_systems
1541,CA2700503,1,1,0,1,0,1,1,0,1,0,ASSISI MWC,CWS,GW,GW,126,42,other_water_systems
1542,CA2700509,1,1,0,1,0,1,1,0,1,0,OAK MANOR WS,CWS,GW,GW,92,28,other_water_systems
1543,CA2700511,0,0,0,0,0,0,0,0,0,0,PSMCSD - NORMCO,CWS,GW,GW,928,273,other_water_systems
1544,CA2700518,10,10,10,0,0,1,1,1,0,0,WATSONVILLE PRODUCE INC,NTNCWS,GW,GW,98,4,other_water_systems
1545,CA2700522,0,0,0,0,0,0,0,0,0,0,CABANA HOLIDAY WS,CWS,GW,GW,400,146,other_water_systems
1546,CA2700523,0,0,0,22,22,0,0,0,1,1,CALERA CANYON HEIGHTS HOA,CWS,GW,GW,40,17,other_water_systems
1547,CA2700534,2,2,2,0,0,1,1,1,0,0,COLONIAL OAK WC INC,CWS,GW,GW,198,66,other_water_systems
1548,CA2700535,0,0,0,1,1,0,0,0,1,1,JOST POST WA,CWS,GW,GW,56,20,other_water_systems
1549,CA2700536,18,18,18,0,0,1,1,1,0,0,CORRAL DE TIERRA ESTATES WC,CWS,GW,GW,45,16,other_water_systems
1550,CA2700541,0,0,0,0,0,0,0,0,0,0,DEL MONTE FARMS RD WS #03,CWS,GW,GW,55,16,other_water_systems
1551,CA2700547,0,0,0,0,0,0,0,0,0,0,DESMOND RD WS #03,CWS,GW,GW,56,17,other_water_systems
1552,CA2700548,0,0,0,0,0,0,0,0,0,0,DOLAN RD MWC,CWS,GW,GW,120,40,other_water_systems
1553,CA2700552,8,8,8,0,0,1,1,1,0,0,ECHO VALLEY SCHOOL WS,NTNCWS,GW,GW,579,1,other_water_systems
1554,CA2700558,4,4,4,10,10,1,1,1,1,1,PENTECOSTAL WS,NTNCWS,GW,GW,29,2,other_water_systems
1555,CA2700577,0,0,0,0,0,0,0,0,0,0,ELKHORN SCHOOL WS,NTNCWS,GW,GW,694,1,other_water_systems
1556,CA2700579,10,10,10,0,0,1,1,1,0,0,ELKHORN RD WS #04,CWS,GW,GW,60,20,other_water_systems
1557,CA2700586,0,0,0,0,0,0,0,0,0,0,GABILAN WC,CWS,GW,GW,535,162,other_water_systems
1558,CA2700589,1,1,0,1,0,1,1,0,1,0,GLENN AVE WS #01,CWS,GW,GW,73,26,other_water_systems
1559,CA2700592,0,0,0,2,2,0,0,0,1,1,HARRISON RD WS #01,NTNCWS,GW,GW,40,4,other_water_systems
1560,CA2700594,1,1,0,5,4,1,1,0,1,1,HIDDEN VALLEY WA,CWS,GW,GW,174,32,other_water_systems
1561,CA2700606,0,0,0,0,0,0,0,0,0,0,HIDDEN VIEWS MHP WS,CWS,GW,GW,65,31,other_water_systems
1562,CA2700612,18,18,18,0,0,1,1,1,0,0,LAGUNA SECA WC,CWS,GW,GW,162,58,other_water_systems
1563,CA2700622,0,0,0,0,0,0,0,0,0,0,OUTLOOK WA,CWS,GW,GW,35,18,other_water_systems
1564,CA2700624,1,1,0,1,0,1,1,0,1,0,LEAFWOOD COMMUNITY WA,CWS,GW,GW,59,21,other_water_systems
1565,CA2700629,0,0,0,0,0,0,0,0,0,0,MANZANITA HILLS WA,CWS,GW,GW,75,31,other_water_systems
1566,CA2700634,0,0,0,0,0,0,0,0,0,0,CHETMOORE ACRES WA,CWS,GW,GW,59,23,other_water_systems
1567,CA2700638,0,0,0,16,16,0,0,0,1,1,MAHER RD WS #05,CWS,GW,GW,48,17,other_water_systems
1568,CA2700656,1,1,0,7,6,1,1,0,1,1,MORO COJO MWA,CWS,GW,GW,67,19,other_water_systems
1569,CA2700662,1,1,0,1,0,1,1,0,1,0,MURPHY HILL WS #01,CWS,GW,GWP,65,24,other_water_systems
1570,CA2700663,1,1,0,7,6,1,1,0,1,1,MURPHY HILL WS #02,CWS,GW,GW,66,13,other_water_systems
1571,CA2700665,10,10,10,0,0,1,1,1,0,0,OAK HEIGHTS W & R CO INC,CWS,GW,GW,105,35,other_water_systems
1572,CA2700669,0,0,0,0,0,0,0,0,0,0,ORCHARD LN WS #02,CWS,GW,GW,32,16,other_water_systems
1573,CA2700674,0,0,0,0,0,0,0,0,0,0,PARADISE LAKE MUTUAL WATER CO.,CWS,GW,GW,180,76,other_water_systems
1574,CA2700678,0,0,0,0,0,0,0,0,0,0,PARADISE RD WS #05,CWS,GW,GW,42,15,other_water_systems
1575,CA2700682,1,1,0,1,0,1,1,0,1,0,PARADISE RD WS #09,CWS,GW,GW,206,17,other_water_systems
1576,CA2700686,1,1,0,1,0,1,1,0,1,0,GARLEN COURT WS,CWS,GW,GW,65,17,other_water_systems
1577,CA2700687,0,0,0,0,0,0,0,0,0,0,PESANTE RD WS #02,CWS,GW,GW,120,40,other_water_systems
1578,CA2700691,1,1,0,1,0,1,1,0,1,0,PESANTE RD WS #06,CWS,GW,GW,50,16,other_water_systems
1579,CA2700702,2,2,2,0,0,1,1,1,0,0,PRUNEDALE MWC,CWS,GW,GW,277,84,other_water_systems
1580,CA2700703,0,0,0,0,0,0,0,0,0,0,CALVARY CHURCH INC WS,NTNCWS,GW,GW,68,5,other_water_systems
1581,CA2700705,0,0,0,0,0,0,0,0,0,0,PRUNEDALE SCHOOL WS,NTNCWS,GW,GW,655,1,other_water_systems
1582,CA2700709,0,0,0,6,6,0,0,0,1,1,RANCHO BORROMEO MWS,CWS,GW,GW,100,36,other_water_systems
1583,CA2700713,0,0,0,6,6,0,0,0,1,1,ROLLING HILLS RANCHO WA,CWS,SW,GU,184,56,other_water_systems
1584,CA2700727,1,1,1,0,0,1,1,1,0,0,SAN ANTONIO SCHOOL DISTRICT WS,NTNCWS,GW,GW,300,1,other_water_systems
1585,CA2700728,1,1,0,1,0,1,1,0,1,0,SAN ARDO WD,CWS,GW,GW,575,161,other_water_systems
1586,CA2700731,0,0,0,0,0,0,0,0,0,0,Z RANCH MWC,CWS,GW,GW,62,27,other_water_systems
1587,CA2700733,0,0,0,0,0,0,0,0,0,0,SAN JUAN RD WS #01,CWS,GW,GW,49,15,other_water_systems
1588,CA2700738,1,1,1,2,2,1,1,1,1,1,SAN MIGUEL WS #01,CWS,GW,GW,100,34,other_water_systems
